positions_part_number,service_call_category,total_cost_in_euros,total_service_count
1324,Accessories,397.4311648,7.303043478
1325,Breakdown,397.2125348,12.17173913
1326,Breakdown,395.5679958,4.868695652
1327,Installation / Commissioning,393.8531348,9.737391304
1328,Breakdown,393.3982058,2.434347826
1329,Installation / Commissioning,390.5278665,4.868695652
1330,Retrofit,389.8851478,7.303043478
1331,Breakdown,389.8183194,2.434347826
1332,Breakdown,389.6410339,17.04043478
1333,Breakdown,388.493327,2.434347826
1334,Retrofit,385.7705856,4.868695652
1335,Breakdown,384.7029045,4.868695652
1336,Breakdown,384.2618043,12.17173913
1337,Breakdown,382.5577609,2.434347826
1338,Breakdown,382.0697747,58.42434783
1339,Retrofit,381.7339498,2.434347826
1340,Breakdown,381.3799192,24.34347826
1341,Inspection / Maintenance,378.4659949,46.2526087
1342,Accessories,378.1176139,4.868695652
1343,Inspection / Maintenance,377.7092314,29.21217391
1344,Breakdown,377.5186609,2.434347826
1345,Breakdown,377.4473574,4.868695652
1346,Breakdown,377.4320894,2.434347826
1347,Breakdown,377.323913,2.434347826
1348,Breakdown,376.4187359,2.434347826
1349,Installation / Commissioning,375.5955261,17.04043478
1350,Accessories,375.3963563,2.434347826
1351,Installation / Commissioning,373.6407898,2.434347826
1352,Breakdown,372.6986522,12.17173913
1353,Transport damages,372.1144087,2.434347826
1354,Breakdown,371.3677884,7.303043478
1355,Inspection / Maintenance,371.0387751,1287.77
1356,Installation / Commissioning,370.2128447,12.17173913
1357,Installation / Commissioning,369.7816068,2.434347826
1358,Inspection / Maintenance,369.7399449,2.434347826
1359,Breakdown,368.9741,107.1113043
1360,Breakdown,368.6628436,19.47478261
1361,Breakdown,368.0447945,7.303043478
1362,Breakdown,366.7180477,58.42434783
1363,Breakdown,366.6124104,26.77782609
1364,Breakdown,366.2476304,2.434347826
1365,Installation / Commissioning,365.1521739,4.868695652
1366,Breakdown,365.1521739,4.868695652
1367,Breakdown,364.6896478,7.303043478
1368,Breakdown,362.5474217,2.434347826
1369,Breakdown,362.1092391,38.94956522
1370,Breakdown,362.1092391,41.38391304
1371,Breakdown,362.0084313,2.434347826
1372,Retrofit,361.9416428,301.8591304
1373,Breakdown,361.3545913,7.303043478
1374,Breakdown,360.659677,2.434347826
1375,Installation / Commissioning,360.0400435,2.434347826
1376,Retrofit,360.0400435,2.434347826
1377,Retrofit,360.0400435,7.303043478
1378,Breakdown,358.517969,29.21217391
1379,Installation / Commissioning,358.2386261,12.17173913
1380,Breakdown,358.0148616,2027.811739
1381,Breakdown,357.9415792,26.77782609
1382,Inspection / Maintenance,356.8842163,2.434347826
1383,Welding,356.7837656,2.434347826
1384,Breakdown,356.5488832,2.434347826
1385,Breakdown,355.6825609,2.434347826
1386,Inspection / Maintenance,355.0958507,26.77782609
1387,Retrofit,354.9136232,63.29304348
1388,Breakdown,354.3923565,4.868695652
1389,Retrofit,353.8324565,2.434347826
1390,Installation / Commissioning,352.8785515,2.434347826
1391,Installation / Commissioning,352.7986309,60.85869565
1392,Inspection / Maintenance,352.0939923,9.737391304
1393,Inspection / Maintenance,351.7543502,2.434347826
1394,Breakdown,351.2090911,7.303043478
1395,Breakdown,350.9768633,48.68695652
1396,Breakdown,349.9618435,9.737391304
1397,Breakdown,349.1341652,4.868695652
1398,Breakdown,348.9599711,155.7982609
1399,Installation / Commissioning,348.8902453,4.868695652
1400,Breakdown,348.036473,73.03043478
1401,Inspection / Maintenance,345.2093843,60.85869565
1402,Transport damages,344.1924391,7.303043478
1403,Breakdown,343.683528,24.34347826
1404,Installation / Commissioning,342.8599852,4.868695652
1405,Breakdown,342.3806113,2.434347826
1406,Breakdown,341.9933576,9.737391304
1407,Breakdown,341.9466352,46.2526087
1408,Breakdown,340.8086957,14.60608696
1409,Installation / Commissioning,340.8086957,2.434347826
1410,Breakdown,337.6440435,2.434347826
1411,Breakdown,337.1591014,2.434347826
1412,Installation / Commissioning,337.011113,14.60608696
1413,Inspection / Maintenance,336.305677,2.434347826
1414,Inspection / Maintenance,335.4165018,7.303043478
1415,Breakdown,333.975948,2.434347826
1416,Breakdown,332.8169141,12.17173913
1417,Breakdown,332.7996913,2.434347826
1418,Breakdown,332.7744683,109.5456522
1419,Breakdown,332.6492992,85.20217391
1420,Installation / Commissioning,331.8443191,24.34347826
1421,Breakdown,331.8016087,2.434347826
1422,Breakdown,331.0713043,17.04043478
1423,Inspection / Maintenance,330.3909423,12.17173913
1424,Breakdown,329.829787,2.434347826
1425,Breakdown,329.3916043,17.04043478
1426,Inspection / Maintenance,329.3360272,7.303043478
1427,Breakdown,329.0919154,7.303043478
1428,Breakdown,328.7580695,2.434347826
1429,Retrofit,326.9816,4.868695652
1430,Installation / Commissioning,326.6894783,2.434347826
1431,Inspection / Maintenance,325.8871065,2.434347826
1432,Installation / Commissioning,325.81,9.737391304
1433,Inspection / Maintenance,325.2775565,4.868695652
1434,Breakdown,324.1577565,19.47478261
1435,Breakdown,322.4756901,26.77782609
1436,Inspection / Maintenance,321.2608826,579.3747826
1437,Breakdown,320.484786,114.4143478
1438,Installation / Commissioning,319.0224095,2.434347826
1439,Breakdown,317.7915903,2.434347826
1440,Breakdown,317.3172391,17.04043478
1441,Breakdown,316.6581003,2.434347826
1442,Installation / Commissioning,316.4652174,9.737391304
1443,Breakdown,315.8698589,9.737391304
1444,Inspection / Maintenance,314.7826872,17.04043478
1445,Inspection / Maintenance,314.5887517,12.17173913
1446,Breakdown,314.548194,2.434347826
1447,Inspection / Maintenance,314.2986478,2.434347826
1448,Breakdown,312.7787409,2.434347826
1449,Breakdown,312.0833913,2.434347826
1450,Breakdown,311.6695522,2.434347826
1451,Breakdown,310.9563959,4.868695652
1452,Breakdown,310.8642677,29.21217391
1453,Breakdown,308.6313162,2.434347826
1454,Inspection / Maintenance,308.5154945,2.434347826
1455,Installation / Commissioning,307.3120696,2.434347826
1456,Breakdown,306.7490526,14.60608696
1457,Breakdown,306.7065747,4.868695652
1458,Breakdown,306.6293794,92.50521739
1459,Retrofit,306.5498404,2.434347826
1460,Inspection / Maintenance,306.500672,4.868695652
1461,Breakdown,306.1525388,21.90913043
1462,Breakdown,305.9975217,2.434347826
1463,Installation / Commissioning,305.754087,2.434347826
1464,Breakdown,304.9532374,2.434347826
1465,Breakdown,304.8342708,19.47478261
1466,Installation / Commissioning,303.7822652,24.34347826
1467,Installation / Commissioning,303.2925141,9.737391304
1468,Breakdown,303.2776232,36.51521739
1469,Breakdown,302.2729696,34.08086957
1470,Breakdown,301.5130112,7.303043478
1471,Breakdown,301.4386465,26.77782609
1472,Breakdown,301.3251448,2.434347826
1473,Breakdown,301.0287802,2.434347826
1474,Breakdown,300.6757983,19.47478261
1475,Breakdown,299.5692716,2.434347826
1476,Breakdown,299.2460543,146.0608696
1477,Breakdown,298.1102348,2.434347826
1478,Inspection / Maintenance,297.2844531,2.434347826
1479,Breakdown,296.3331609,9.737391304
1480,Breakdown,295.4929898,7.303043478
1481,Breakdown,295.4217566,9.737391304
1482,Accessories,294.0746063,4.868695652
1483,Breakdown,293.3664626,46.2526087
1484,Breakdown,293.2948197,116.8486957
1485,Breakdown,291.196687,14.60608696
1486,Breakdown,290.8923463,4.868695652
1487,Breakdown,288.3409803,21.90913043
1488,Breakdown,288.3009604,2.434347826
1489,Breakdown,288.0807217,2.434347826
1490,Inspection / Maintenance,286.584102,7.303043478
1491,Installation / Commissioning,285.3105023,2.434347826
1492,Retrofit,284.8901718,9.737391304
1493,Breakdown,284.7671074,9.737391304
1494,Breakdown,284.5720337,9.737391304
1495,Breakdown,284.5039286,2.434347826
1496,Breakdown,283.7475826,2.434347826
1497,Breakdown,283.3824304,85.20217391
1498,Breakdown,282.7738435,19.47478261
1499,Retrofit,281.3375783,2.434347826
1500,Breakdown,279.9886747,2.434347826
1501,Breakdown,279.7969776,7.303043478
1502,Breakdown,278.7328261,2.434347826
1503,Inspection / Maintenance,276.9070652,17.04043478
1504,Accessories,276.9025315,2.434347826
1505,Accessories,276.8340348,2.434347826
1506,Breakdown,276.7291244,7.303043478
1507,Breakdown,276.0172298,4.868695652
1508,Inspection / Maintenance,273.8641304,2.434347826
1509,Breakdown,273.0851391,2.434347826
1510,Breakdown,272.7082777,34.08086957
1511,Inspection / Maintenance,272.3061478,4.868695652
1512,Breakdown,271.0177089,21.90913043
1513,Breakdown,270.9916,2.434347826
1514,Inspection / Maintenance,270.4257648,12.17173913
1515,Inspection / Maintenance,269.7111287,26.77782609
1516,Breakdown,269.4694376,2.434347826
1517,Breakdown,268.8737174,2.434347826
1518,Breakdown,268.6250276,51.12130435
1519,Breakdown,268.6059391,2.434347826
1520,Breakdown,268.1844245,309.1621739
1521,Breakdown,267.606346,4.868695652
1522,Inspection / Maintenance,267.1678598,51.12130435
1523,Breakdown,267.1677576,21.90913043
1524,Breakdown,267.0161506,17.04043478
1525,Inspection / Maintenance,266.6365478,9.737391304
1526,Accessories,266.2202783,2.434347826
1527,Inspection / Maintenance,266.0343932,36.51521739
1528,Breakdown,264.9553162,14.60608696
1529,Breakdown,264.4591798,165.5356522
1530,Breakdown,263.9448459,19.47478261
1531,Breakdown,262.9095652,2.434347826
1532,Breakdown,262.9095652,4.868695652
1533,Breakdown,262.9016185,1044.335217
1534,Breakdown,262.5730281,2.434347826
1535,Transport damages,262.3496652,2.434347826
1536,Breakdown,261.0641265,2.434347826
1537,Breakdown,260.5969348,7.303043478
1538,Breakdown,259.7936,2.434347826
1539,Retrofit,259.0146087,26.77782609
1540,Breakdown,258.4992495,12.17173913
1541,Breakdown,257.2405938,2.434347826
1542,Breakdown,256.9697565,4.868695652
1543,Inspection / Maintenance,256.7154779,43.81826087
1544,Inspection / Maintenance,256.5273771,58.42434783
1545,Inspection / Maintenance,256.3124826,2.434347826
1546,Breakdown,256.2137946,2.434347826
1547,Breakdown,255.6065217,14.60608696
1548,Retrofit,255.5091478,7.303043478
1549,Breakdown,255.363087,7.303043478
1550,Breakdown,255.1196522,2.434347826
1551,Breakdown,254.8762174,2.434347826
1552,Breakdown,254.8099041,19.47478261
1553,Breakdown,253.005619,2.434347826
1554,Breakdown,252.5392435,2.434347826
1555,Breakdown,252.1909241,17.04043478
1556,Breakdown,252.1254574,7.303043478
1557,Breakdown,251.9541896,7.303043478
1558,Accessories,251.6872217,2.434347826
1559,Breakdown,251.4681304,4.868695652
1560,Installation / Commissioning,250.595249,684.0517391
1561,Breakdown,249.1678356,9.737391304
1562,Breakdown,246.493435,2.434347826
1563,Breakdown,245.9118715,17.04043478
1564,Instruction,245.7961,4.868695652
1565,Breakdown,245.4066043,7.303043478
1566,Breakdown,245.3822609,7.303043478
1567,Breakdown,244.9927652,4.868695652
1568,Breakdown,244.3409586,12.17173913
1569,Breakdown,243.4347826,4.868695652
1570,Inspection / Maintenance,243.0145569,41.38391304
1571,Installation / Commissioning,242.947913,2.434347826
1572,Retrofit,242.947913,2.434347826
1573,Breakdown,241.7798193,12.17173913
1574,Retrofit,241.7307391,2.434347826
1575,Retrofit,241.7307391,2.434347826
1576,Breakdown,241.0004348,2.434347826
1577,Breakdown,240.9524152,7.303043478
1578,Breakdown,240.5449294,12.17173913
1579,Retrofit,240.5379087,7.303043478
1580,Inspection / Maintenance,240.4955518,929.9208696
1581,Breakdown,240.0266957,2.434347826
1582,Installation / Commissioning,239.8562913,2.434347826
1583,Accessories,239.7589174,7.303043478
1584,Installation / Commissioning,238.6391174,7.303043478
1585,Retrofit,238.566087,14.60608696
1586,Inspection / Maintenance,237.480707,2.434347826
1587,Accessories,237.3640148,7.303043478
1588,Breakdown,236.4128796,4.868695652
1589,Breakdown,236.3508304,2.434347826
1590,Breakdown,236.2092395,26.77782609
1591,Breakdown,235.5474957,2.434347826
1592,Inspection / Maintenance,234.7309231,17.04043478
1593,Breakdown,233.406623,31.64652174
1594,Breakdown,233.3038078,9.737391304
1595,Breakdown,232.9184,4.868695652
1596,Breakdown,232.6749652,2.434347826
1597,Breakdown,232.5124854,2.434347826
1598,Breakdown,231.0196087,2.434347826
1599,Breakdown,230.76195,2.434347826
1600,Breakdown,230.2097077,14.60608696
1601,Inspection / Maintenance,229.6986877,2.434347826
1602,Inspection / Maintenance,228.5359597,2.434347826
1603,Breakdown,228.0010174,2.434347826
1604,Breakdown,227.7020824,21.90913043
1605,Breakdown,227.5964786,4.868695652
1606,Breakdown,226.1022261,7.303043478
1607,Breakdown,224.7413839,17.04043478
1608,Breakdown,224.4937941,4.868695652
1609,Breakdown,224.2274053,9.737391304
1610,Breakdown,223.911313,2.434347826
1611,Breakdown,223.8532643,31.64652174
1612,Retrofit,223.8139391,2.434347826
1613,Inspection / Maintenance,222.6032717,14.60608696
1614,Installation / Commissioning,222.5170238,4.868695652
1615,Breakdown,222.0818456,31.64652174
1616,Inspection / Maintenance,221.2044779,7.303043478
1617,Breakdown,220.6006,4.868695652
1618,Retrofit,219.2130217,4.868695652
1619,Installation / Commissioning,219.0913043,9.737391304
1620,Breakdown,218.5800913,29.21217391
1621,Inspection / Maintenance,218.281081,14.60608696
1622,Breakdown,217.7572406,2.434347826
1623,Breakdown,216.0983528,2.434347826
1624,Breakdown,215.3189852,7.303043478
1625,Breakdown,213.3219,2.434347826
1626,Breakdown,213.0385412,4.868695652
1627,Inspection / Maintenance,213.0155837,2.434347826
1628,Breakdown,212.2514252,2.434347826
1629,Breakdown,211.690887,2.434347826
1630,Breakdown,211.4800465,21.90913043
1631,Inspection / Maintenance,211.4258987,4.868695652
1632,Breakdown,211.2936089,2.434347826
1633,Accessories,211.2040174,2.434347826
1634,Inspection / Maintenance,211.0761639,14.60608696
1635,Installation / Commissioning,210.8875522,4.868695652
1636,Breakdown,210.7207892,21.90913043
1637,Breakdown,210.2777014,51.12130435
1638,Breakdown,210.2183321,4.868695652
1639,Installation / Commissioning,209.7019821,4.868695652
1640,Breakdown,208.9933836,4.868695652
1641,Installation / Commissioning,208.2197987,4.868695652
1642,Accessories,208.0150217,2.434347826
1643,Instruction,207.954187,2.434347826
1644,Breakdown,207.3770696,48.68695652
1645,Breakdown,207.1383015,34.08086957
1646,Inspection / Maintenance,206.6066945,7.303043478
1647,Installation / Commissioning,206.3109783,14.60608696
1648,Installation / Commissioning,205.9458261,9.737391304
1649,Instruction,205.5920654,2.434347826
1650,Transport damages,204.972087,2.434347826
1651,Inspection / Maintenance,204.9630393,2.434347826
1652,Breakdown,204.9343989,12.17173913
1653,Breakdown,204.5825913,14.60608696
1654,Accessories,203.6818826,2.434347826
1655,Accessories,203.6438117,2.434347826
1656,Breakdown,202.0571763,9.737391304
1657,Installation / Commissioning,201.6954749,4.868695652
1658,Inspection / Maintenance,201.6624618,4.868695652
1659,Inspection / Maintenance,200.9194153,7.303043478
1660,Breakdown,200.6389478,2.434347826
1661,Breakdown,199.9086435,2.434347826
1662,Breakdown,199.9086435,4.868695652
1663,Breakdown,199.7922593,2.434347826
1664,Welding,199.5635582,2.434347826
1665,Breakdown,198.9795101,4.868695652
1666,Breakdown,198.7401565,2.434347826
1667,Breakdown,198.3750043,2.434347826
1668,Breakdown,198.3750043,2.434347826
1669,Installation / Commissioning,197.701962,2.434347826
1670,Breakdown,197.212495,65.7273913
1671,Accessories,197.1821739,2.434347826
1672,Installation / Commissioning,197.1821739,4.868695652
1673,Breakdown,197.0441514,26.77782609
1674,Inspection / Maintenance,195.9706894,1041.90087
1675,Breakdown,195.7061249,12.17173913
1676,Breakdown,195.554927,4.868695652
1677,Instruction,194.9912609,4.868695652
1678,Installation / Commissioning,194.4161608,4.868695652
1679,Inspection / Maintenance,194.2053173,4.868695652
1680,Inspection / Maintenance,194.1323026,43.81826087
1681,Inspection / Maintenance,193.6480776,4.868695652
1682,Installation / Commissioning,193.4798418,12.17173913
1683,Retrofit,193.4089348,2.434347826
1684,Installation / Commissioning,193.4013947,31.64652174
1685,Retrofit,193.0388389,2.434347826
1686,Installation / Commissioning,192.7760043,7.303043478
1687,Breakdown,192.305812,12.17173913
1688,Breakdown,191.6805478,2.434347826
1689,Breakdown,191.6318609,4.868695652
1690,Breakdown,191.6075174,2.434347826
1691,Retrofit,191.6075174,2.434347826
1692,Installation / Commissioning,191.5831739,2.434347826
1693,Breakdown,191.2069025,4.868695652
1694,Installation / Commissioning,191.1936783,2.434347826
1695,Retrofit,191.0232739,2.434347826
1696,Retrofit,190.7554957,2.434347826
1697,Breakdown,190.1181001,4.868695652
1698,Breakdown,189.952116,2.434347826
1699,Inspection / Maintenance,189.6901557,12.17173913
1700,Breakdown,189.4409478,2.434347826
1701,Breakdown,189.2651587,24.34347826
1702,Inspection / Maintenance,188.9123922,608.5869565
1703,Installation / Commissioning,188.8315771,394.3643478
1704,Inspection / Maintenance,187.9813919,26.77782609
1705,Breakdown,187.6882174,2.434347826
1706,Breakdown,187.6882174,2.434347826
1707,Inspection / Maintenance,186.7875087,2.434347826
1708,Breakdown,186.1919396,4.868695652
1709,Inspection / Maintenance,185.5459913,7.303043478
1710,Inspection / Maintenance,185.3517166,2.434347826
1711,Inspection / Maintenance,185.0113312,4.868695652
1712,Breakdown,184.9374043,2.434347826
1713,Breakdown,184.6263736,2.434347826
1714,Breakdown,184.6013409,7.303043478
1715,Breakdown,184.5411611,4.868695652
1716,Breakdown,184.36184,26.77782609
1717,Breakdown,184.2801304,2.434347826
1718,Breakdown,184.1855511,21.90913043
1719,Breakdown,184.0366957,2.434347826
1720,Inspection / Maintenance,183.7892871,12.17173913
1721,Inspection / Maintenance,183.5066751,2.434347826
1722,Inspection / Maintenance,182.8081723,7.303043478
1723,Breakdown,182.576087,7.303043478
1724,Breakdown,182.1865913,2.434347826
1725,Accessories,182.1379043,2.434347826
1726,Inspection / Maintenance,182.1333347,4.868695652
1727,Breakdown,181.815449,2.434347826
1728,Breakdown,181.6136986,48.68695652
1729,Breakdown,181.4539322,21.90913043
1730,Breakdown,181.0667913,4.868695652
1731,Inspection / Maintenance,181.0327904,2.434347826
1732,Breakdown,180.9829501,2.434347826
1733,Inspection / Maintenance,180.8261569,9.737391304
1734,Breakdown,180.1746734,17.04043478
1735,Retrofit,180.1417391,7.303043478
1736,Installation / Commissioning,179.5198259,2.434347826
1737,Breakdown,179.4601217,2.434347826
1738,Inspection / Maintenance,178.9690637,14.60608696
1739,Breakdown,178.7298174,2.434347826
1740,Breakdown,178.6006654,9.737391304
1741,Breakdown,178.5475735,2.434347826
1742,Retrofit,178.1455739,4.868695652
1743,Breakdown,178.0457889,7.303043478
1744,Breakdown,177.9856352,12.17173913
1745,Accessories,177.4639565,7.303043478
1746,Inspection / Maintenance,177.3120094,4.868695652
1747,Retrofit,177.1231478,2.434347826
1748,Breakdown,176.744752,2.434347826
1749,Breakdown,176.5690636,41.38391304
1750,Breakdown,176.4902174,2.434347826
1751,Retrofit,176.3441565,2.434347826
1752,Installation / Commissioning,175.9357492,318.8995652
1753,Inspection / Maintenance,175.4799124,7.303043478
1754,Breakdown,175.3947609,24.34347826
1755,Inspection / Maintenance,175.2730435,2.434347826
1756,Installation / Commissioning,175.2730435,2.434347826
1757,Breakdown,175.2730435,4.868695652
1758,Breakdown,175.2719614,43.81826087
1759,Inspection / Maintenance,174.9578122,7.303043478
1760,Inspection / Maintenance,174.3381618,7.303043478
1761,Breakdown,174.2993043,7.303043478
1762,Breakdown,174.2849371,9.737391304
1763,Breakdown,173.3705895,243.4347826
1764,Breakdown,172.2057652,7.303043478
1765,Breakdown,171.5698289,12.17173913
1766,Inspection / Maintenance,171.4019698,2.434347826
1767,Breakdown,170.8017532,14.60608696
1768,Installation / Commissioning,170.4043478,2.434347826
1769,Breakdown,170.0148522,12.17173913
1770,Inspection / Maintenance,169.2358609,2.434347826
1771,Breakdown,169.2110758,4.868695652
1772,Installation / Commissioning,169.0660465,4.868695652
1773,Retrofit,169.0464969,14.60608696
1774,Breakdown,168.3965309,38.94956522
1775,Transport damages,168.3594957,2.434347826
1776,Retrofit,167.97,4.868695652
1777,Breakdown,167.9413575,31.64652174
1778,Breakdown,166.3738914,75.46478261
1779,Inspection / Maintenance,166.1442391,2.434347826
1780,Retrofit,165.9251478,2.434347826
1781,Installation / Commissioning,165.9251478,2.434347826
1782,Breakdown,165.8277739,4.868695652
1783,Inspection / Maintenance,165.6564819,4.868695652
1784,Inspection / Maintenance,165.5103385,46.2526087
1785,Breakdown,165.4590844,31.64652174
1786,Inspection / Maintenance,165.1405411,12.17173913
1787,Breakdown,165.1340517,2.434347826
1788,Breakdown,165.0000957,2.434347826
1789,Breakdown,164.7637917,9.737391304
1790,Inspection / Maintenance,164.576486,2.434347826
1791,Breakdown,164.5375696,2.434347826
1792,Inspection / Maintenance,164.3166496,4.868695652
1793,Installation / Commissioning,163.6368609,7.303043478
1794,Accessories,163.4908,2.434347826
1795,Retrofit,163.4908,2.434347826
1796,Breakdown,163.4664565,4.868695652
1797,Breakdown,163.0378725,7.303043478
1798,Breakdown,162.9065565,17.04043478
1799,Breakdown,161.260026,14.60608696
1800,Inspection / Maintenance,161.0197408,17.04043478
1801,Accessories,160.6669565,2.434347826
1802,Inspection / Maintenance,160.5620631,2.434347826
1803,Installation / Commissioning,160.3748348,2.434347826
1804,Retrofit,159.9366522,2.434347826
1805,Inspection / Maintenance,158.8168522,2.434347826
1806,Breakdown,158.6246519,29.21217391
1807,Breakdown,158.0211915,19.47478261
1808,Breakdown,157.9893632,4.868695652
1809,Inspection / Maintenance,157.0592367,7.303043478
1810,Breakdown,156.7892255,2.434347826
1811,Inspection / Maintenance,156.6746261,9.737391304
1812,Installation / Commissioning,156.1390696,12.17173913
1813,Breakdown,155.6482732,2.434347826
1814,Retrofit,155.3844217,4.868695652
1815,Breakdown,155.1501615,36.51521739
1816,Breakdown,154.5812518,2.434347826
1817,Installation / Commissioning,154.4593696,4.868695652
1818,Accessories,154.1915913,2.434347826
1819,Inspection / Maintenance,153.8735672,2.434347826
1820,Inspection / Maintenance,153.6885,445.4856522
1821,Breakdown,153.4637527,7.303043478
1822,Breakdown,153.4340897,4.868695652
1823,Retrofit,153.2548666,4.868695652
1824,Accessories,153.0717913,4.868695652
1825,Breakdown,153.0474478,2.434347826
1826,Breakdown,152.3970201,19.47478261
1827,Breakdown,152.3786525,4.868695652
1828,Breakdown,151.3272989,2.434347826
1829,Inspection / Maintenance,151.3190609,4.868695652
1830,Inspection / Maintenance,151.2151641,9.737391304
1831,Breakdown,150.9295652,4.868695652
1832,Retrofit,150.9249375,7.303043478
1833,Breakdown,150.770145,2.434347826
1834,Installation / Commissioning,150.6534757,4.868695652
1835,Breakdown,150.2066108,7.303043478
1836,Inspection / Maintenance,150.0986636,4.868695652
1837,Breakdown,149.9558261,9.737391304
1838,Breakdown,149.9558261,4.868695652
1839,Breakdown,149.9071391,14.60608696
1840,Accessories,149.6393609,2.434347826
1841,Inspection / Maintenance,148.4952174,2.434347826
1842,Breakdown,147.7162261,14.60608696
1843,Breakdown,147.6474301,7.303043478
1844,Installation / Commissioning,147.3506455,9.737391304
1845,Breakdown,146.2556174,4.868695652
1846,Installation / Commissioning,146.0608696,2.434347826
1847,Breakdown,146.0608696,4.868695652
1848,Breakdown,146.0608696,7.303043478
1849,Breakdown,145.7194505,43.81826087
1850,Installation / Commissioning,145.4766261,4.868695652
1851,Inspection / Maintenance,144.9825585,2.434347826
1852,Inspection / Maintenance,144.9281068,2.434347826
1853,Inspection / Maintenance,144.4136481,2.434347826
1854,Breakdown,144.0908306,24.34347826
1855,Breakdown,143.9186435,53.55565217
1856,Installation / Commissioning,143.845613,2.434347826
1857,Inspection / Maintenance,143.7268528,2.434347826
1858,Breakdown,143.6508652,2.434347826
1859,Installation / Commissioning,143.56411,2.434347826
1860,Retrofit,143.3732178,2.434347826
1861,Breakdown,143.1279933,12.17173913
1862,Breakdown,142.1137389,12.17173913
1863,Installation / Commissioning,141.0078537,7.303043478
1864,Breakdown,140.6543388,12.17173913
1865,Retrofit,140.4827601,4.868695652
1866,Breakdown,140.3877921,4.868695652
1867,Inspection / Maintenance,139.2628544,2.434347826
1868,Breakdown,139.2446957,4.868695652
1869,Breakdown,138.8415497,14.60608696
1870,Inspection / Maintenance,137.9294091,2.434347826
1871,Breakdown,137.6233042,2.434347826
1872,Breakdown,137.4189348,2.434347826
1873,Breakdown,137.0469094,7.303043478
1874,Breakdown,136.0798739,14.60608696
1875,Retrofit,135.8366087,2.434347826
1876,Accessories,135.2036783,4.868695652
1877,Breakdown,134.9115565,2.434347826
1878,Breakdown,134.9070599,34.08086957
1879,Breakdown,134.5220609,9.737391304
1880,Breakdown,134.4513511,19.47478261
1881,Inspection / Maintenance,133.8807831,4.868695652
1882,Breakdown,133.7912532,158.2326087
1883,Breakdown,133.6456957,14.60608696
1884,Installation / Commissioning,133.3667253,2.434347826
1885,Breakdown,132.9153913,9.737391304
1886,Accessories,131.8859536,2.434347826
1887,Breakdown,131.726641,2.434347826
1888,Inspection / Maintenance,131.1297975,2.434347826
1889,Breakdown,131.1220851,2.434347826
1890,Breakdown,130.408013,2.434347826
1891,Breakdown,130.1621943,36.51521739
1892,Inspection / Maintenance,130.0913857,2.434347826
1893,Retrofit,129.8724565,2.434347826
1894,Breakdown,129.7507391,4.868695652
1895,Breakdown,129.6021171,2.434347826
1896,Breakdown,129.2638696,70.59608696
1897,Installation / Commissioning,129.0204348,2.434347826
1898,Retrofit,128.8500304,21.90913043
1899,Accessories,128.2171,2.434347826
1900,Breakdown,127.8032609,14.60608696
1901,Breakdown,127.4559747,2.434347826
1902,Breakdown,126.9728496,43.81826087
1903,Breakdown,126.586087,2.434347826
1904,Breakdown,126.4905705,12.17173913
1905,Installation / Commissioning,125.9775,2.434347826
1906,Breakdown,125.4070375,7.303043478
1907,Breakdown,125.1400526,567.2030435
1908,Retrofit,124.8405585,7.303043478
1909,Breakdown,124.6297798,38.94956522
1910,Retrofit,124.3951739,2.434347826
1911,Installation / Commissioning,124.3708304,2.434347826
1912,Inspection / Maintenance,124.2725221,9.737391304
1913,Accessories,124.1373369,19.47478261
1914,Breakdown,123.5674957,7.303043478
1915,Inspection / Maintenance,122.9096008,2.434347826
1916,Transport damages,122.8615348,4.868695652
1917,Breakdown,122.7641609,2.434347826
1918,Inspection / Maintenance,122.727807,2.434347826
1919,Breakdown,122.1096997,14.60608696
1920,Installation / Commissioning,121.9851696,14.60608696
1921,Breakdown,121.7173913,2.434347826
1922,Breakdown,121.4659338,26.77782609
1923,Breakdown,121.3073365,19.47478261
1924,Breakdown,121.1331478,2.434347826
1925,Breakdown,121.0623643,43.81826087
1926,Installation / Commissioning,120.8166826,2.434347826
1927,Inspection / Maintenance,120.5942469,2.434347826
1928,Breakdown,120.5489043,2.434347826
1929,Inspection / Maintenance,120.331524,26.77782609
1930,Inspection / Maintenance,120.012927,2.434347826
1931,Installation / Commissioning,119.9890043,2.434347826
1932,Accessories,119.9890043,2.434347826
1933,Inspection / Maintenance,119.9465613,7.303043478
1934,Inspection / Maintenance,119.7212261,2.434347826
1935,Breakdown,119.0750962,9.737391304
1936,Breakdown,118.9521468,4.868695652
1937,Inspection / Maintenance,118.9422348,2.434347826
1938,Breakdown,118.8935478,4.868695652
1939,Breakdown,118.7961739,2.434347826
1940,Breakdown,118.6318514,9.737391304
1941,Installation / Commissioning,118.5634479,14.60608696
1942,Retrofit,118.3062854,9.737391304
1943,Breakdown,118.2205671,29.21217391
1944,Breakdown,117.9198087,21.90913043
1945,Inspection / Maintenance,117.8956493,7.303043478
1946,Breakdown,117.7999839,4.868695652
1947,Breakdown,117.6316149,2.434347826
1948,Breakdown,117.3937764,2.434347826
1949,Breakdown,117.3519008,17.04043478
1950,Breakdown,116.7303711,2.434347826
1951,Breakdown,116.6789455,2.434347826
1952,Breakdown,116.6583948,12.17173913
1953,Inspection / Maintenance,116.6020756,14.60608696
