positions_part_number,service_call_category,total_cost_in_euros,total_service_count
3215,Accessories,0.155772625,2.434347826
3216,Breakdown,0.149013665,2.434347826
3217,Inspection / Maintenance,0.137651546,2.434347826
3218,Breakdown,0.127150593,2.434347826
3219,Inspection / Maintenance,0.124238212,2.434347826
3220,Breakdown,0.097373913,7.303043478
3221,Retrofit,0.067898883,2.434347826
3222,Inspection / Maintenance,0.048686957,2.434347826
3223,Breakdown,0.048686957,2.434347826
3224,Breakdown,0.048686957,2.434347826
3225,Breakdown,0.024343478,4.868695652
3226,Breakdown,0,2.434347826
3227,Breakdown,0,2.434347826
3228,Breakdown,0,2.434347826
3229,Installation / Commissioning,0,2.434347826
3230,Breakdown,0,2.434347826
3231,Breakdown,0,2.434347826
3232,Breakdown,0,2.434347826
3233,Breakdown,0,2.434347826
3234,Breakdown,0,7.303043478
3235,Breakdown,0,2.434347826
3236,Breakdown,0,4.868695652
3237,Breakdown,0,4.868695652
3238,Breakdown,0,9.737391304
3239,Breakdown,0,17.04043478
3240,Breakdown,0,2.434347826
3241,Breakdown,0,2.434347826
3242,Breakdown,0,2.434347826
3243,Breakdown,0,2.434347826
3244,Breakdown,0,2.434347826
3245,Breakdown,0,12.17173913
3246,Installation / Commissioning,0,2.434347826
3247,Breakdown,0,2.434347826
3248,Breakdown,0,2.434347826
3249,Breakdown,0,2.434347826
3250,Breakdown,0,2.434347826
3251,Breakdown,0,2.434347826
3252,Breakdown,0,2.434347826
3253,Breakdown,0,2.434347826
3254,Breakdown,0,2.434347826
3255,Breakdown,0,2.434347826
3256,Breakdown,0,4.868695652
3257,Breakdown,0,2.434347826
3258,Breakdown,0,4.868695652
3259,Installation / Commissioning,0,2.434347826
3260,Breakdown,0,2.434347826
3261,Breakdown,0,2.434347826
3262,Inspection / Maintenance,0,2.434347826
3263,Breakdown,0,2.434347826
3264,Breakdown,0,2.434347826
3265,Breakdown,0,2.434347826
3266,Breakdown,0,2.434347826
3267,Breakdown,0,2.434347826
3268,Breakdown,0,2.434347826
3269,Breakdown,0,2.434347826
3270,Breakdown,0,9.737391304
3271,Breakdown,0,2.434347826
3272,Breakdown,0,2.434347826
3273,Breakdown,0,2.434347826
3274,Inspection / Maintenance,0,2.434347826
3275,Breakdown,0,2.434347826
3276,Breakdown,0,2.434347826
3277,Breakdown,0,7.303043478
3278,Breakdown,0,2.434347826
3279,Breakdown,0,114.4143478
3280,Installation / Commissioning,0,2.434347826
3281,Breakdown,0,46.2526087
3282,Breakdown,0,2.434347826
3283,Breakdown,0,4.868695652
3284,Breakdown,0,4.868695652
3285,Breakdown,0,2.434347826
3286,Breakdown,0,4.868695652
3287,Breakdown,0,2.434347826
3288,Breakdown,0,2.434347826
3289,Breakdown,0,4.868695652
3290,Breakdown,0,2.434347826
3291,Installation / Commissioning,0,2.434347826
3292,Breakdown,0,2.434347826
3293,Breakdown,0,2.434347826
3294,Breakdown,0,2.434347826
3295,Breakdown,0,2.434347826
3296,Breakdown,0,2.434347826
3297,Retrofit,0,2.434347826
3298,Breakdown,0,2.434347826
3299,Inspection / Maintenance,0,2.434347826
3300,Breakdown,0,9.737391304
3301,Breakdown,0,2.434347826
3302,Breakdown,0,2.434347826
3303,Breakdown,0,4.868695652
3304,Breakdown,0,12.17173913
3305,Breakdown,0,2.434347826
3306,Breakdown,0,2.434347826
3307,Breakdown,0,7.303043478
3308,Breakdown,0,2.434347826
3309,Breakdown,0,2.434347826
3310,Breakdown,0,2.434347826
3311,Breakdown,0,7.303043478
3312,Breakdown,0,4.868695652
3313,Breakdown,0,2.434347826
3314,Breakdown,0,2.434347826
3315,Breakdown,0,7.303043478
3316,Breakdown,0,26.77782609
3317,Breakdown,0,2.434347826
3318,Breakdown,0,2.434347826
3319,Breakdown,0,2.434347826
3320,Breakdown,0,4.868695652
3321,Installation / Commissioning,0,2.434347826
3322,Breakdown,0,2.434347826
3323,Breakdown,0,2.434347826
3324,Breakdown,0,4.868695652
3325,Breakdown,0,2.434347826
3326,Breakdown,0,4.868695652
3327,Breakdown,0,4.868695652
3328,Breakdown,0,2.434347826
3329,Breakdown,0,2.434347826
3330,Breakdown,0,2.434347826
3331,Breakdown,0,4.868695652
3332,Breakdown,0,2.434347826
3333,Breakdown,0,2.434347826
3334,Breakdown,0,2.434347826
3335,Breakdown,0,4.868695652
3336,Breakdown,0,2.434347826
3337,Breakdown,0,4.868695652
3338,Breakdown,0,2.434347826
3339,Inspection / Maintenance,0,2.434347826
3340,Breakdown,0,2.434347826
3341,Breakdown,0,4.868695652
3342,Breakdown,0,2.434347826
3343,Breakdown,0,2.434347826
3344,Breakdown,0,2.434347826
3345,Welding,0,2.434347826
3346,Breakdown,0,163.1013043
3347,Breakdown,0,2.434347826
3348,Breakdown,0,7.303043478
3349,Breakdown,0,2.434347826
3350,Breakdown,0,2.434347826
3351,Breakdown,0,2.434347826
3352,Breakdown,0,4.868695652
3353,Breakdown,0,2.434347826
3354,Breakdown,0,2.434347826
3355,Breakdown,0,2.434347826
3356,Breakdown,0,2.434347826
3357,Breakdown,0,2.434347826
3358,Breakdown,0,2.434347826
3359,Breakdown,0,2.434347826
3360,Breakdown,0,2.434347826
3361,Breakdown,0,2.434347826
3362,Breakdown,0,2.434347826
3363,Breakdown,0,2.434347826
3364,Breakdown,0,4.868695652
3365,Breakdown,0,2.434347826
3366,Breakdown,0,4.868695652
3367,Welding,0,2.434347826
3368,Breakdown,0,2.434347826
3369,Breakdown,0,4.868695652
3370,Breakdown,0,2.434347826
3371,Breakdown,0,2.434347826
3372,Breakdown,0,4.868695652
3373,Breakdown,0,90.07086957
3374,Breakdown,0,7.303043478
3375,Breakdown,0,4.868695652
3376,Breakdown,0,4.868695652
3377,Breakdown,0,2.434347826
3378,Breakdown,0,2.434347826
3379,Breakdown,0,70.59608696
3380,Breakdown,0,2.434347826
3381,Breakdown,0,2.434347826
3382,Breakdown,0,2.434347826
3383,Breakdown,0,163.1013043
3384,Installation / Commissioning,0,2.434347826
3385,Breakdown,0,9.737391304
3386,Breakdown,0,4.868695652
3387,Breakdown,0,2.434347826
3388,Breakdown,0,2.434347826
3389,Breakdown,0,2.434347826
3390,Breakdown,0,2.434347826
3391,Breakdown,0,2.434347826
3392,Breakdown,0,2.434347826
3393,Breakdown,0,2.434347826
3394,Inspection / Maintenance,0,2.434347826
3395,Breakdown,0,2.434347826
3396,Breakdown,0,2.434347826
3397,Installation / Commissioning,0,2.434347826
3398,Breakdown,0,2.434347826
3399,Breakdown,0,2.434347826
3400,Breakdown,0,2.434347826
3401,Breakdown,0,2.434347826
3402,Breakdown,0,51.12130435
3403,Breakdown,0,2.434347826
3404,Breakdown,0,2.434347826
3405,Breakdown,0,2.434347826
3406,Breakdown,0,2.434347826
3407,Breakdown,0,2.434347826
3408,Breakdown,0,4.868695652
3409,Breakdown,0,2.434347826
3410,Breakdown,0,4.868695652
3411,Breakdown,0,2.434347826
3412,Breakdown,0,2.434347826
3413,Breakdown,0,2.434347826
3414,Breakdown,0,85.20217391
3415,Breakdown,0,2.434347826
3416,Breakdown,0,19.47478261
3417,Breakdown,0,2.434347826
3418,Breakdown,0,2.434347826
3419,Breakdown,0,4.868695652
3420,Breakdown,0,2.434347826
3421,Breakdown,0,2.434347826
3422,Breakdown,0,2.434347826
3423,Breakdown,0,2.434347826
3424,Breakdown,0,2.434347826
3425,Breakdown,0,7.303043478
3426,Breakdown,0,2.434347826
3427,Breakdown,0,2.434347826
3428,Breakdown,0,2.434347826
3429,Breakdown,0,4.868695652
3430,Breakdown,0,2.434347826
3431,Breakdown,0,2.434347826
3432,Breakdown,0,7.303043478
3433,Breakdown,0,2.434347826
3434,Breakdown,0,153.363913
3435,Breakdown,0,2.434347826
3436,Breakdown,0,2.434347826
3437,Breakdown,0,2.434347826
3438,Breakdown,0,2.434347826
3439,Breakdown,0,2.434347826
3440,Breakdown,0,24.34347826
3441,Breakdown,0,4.868695652
3442,Breakdown,0,2.434347826
3443,Breakdown,0,75.46478261
3444,Breakdown,0,2.434347826
3445,Breakdown,0,68.16173913
3446,Breakdown,0,24.34347826
3447,Breakdown,0,31.64652174
3448,Breakdown,0,7.303043478
3449,Breakdown,0,2.434347826
3450,Breakdown,0,7.303043478
3451,Breakdown,0,31.64652174
3452,Breakdown,0,2.434347826
3453,Breakdown,0,4.868695652
3454,Breakdown,0,4.868695652
3455,Breakdown,0,2.434347826
3456,Breakdown,0,2.434347826
3457,Installation / Commissioning,0,2.434347826
3458,Installation / Commissioning,0,2.434347826
3459,Breakdown,0,4.868695652
3460,Breakdown,0,2.434347826
3461,Breakdown,0,2.434347826
3462,Breakdown,0,2.434347826
3463,Breakdown,0,2.434347826
3464,Breakdown,0,2.434347826
3465,Breakdown,0,2.434347826
3466,Breakdown,0,19.47478261
3467,Breakdown,0,4.868695652
3468,Installation / Commissioning,0,2.434347826
3469,Installation / Commissioning,0,2.434347826
3470,Breakdown,0,2.434347826
3471,Breakdown,0,9.737391304
3472,Breakdown,0,2.434347826
3473,Breakdown,0,2.434347826
3474,Breakdown,0,2.434347826
3475,Breakdown,0,2.434347826
3476,Breakdown,0,2.434347826
3477,Breakdown,0,63.29304348
3478,Breakdown,0,4.868695652
3479,Breakdown,0,2.434347826
3480,Breakdown,0,2.434347826
3481,Breakdown,0,4.868695652
3482,Breakdown,0,2.434347826
3483,Breakdown,0,2.434347826
3484,Breakdown,0,2.434347826
3485,Breakdown,0,2.434347826
3486,Breakdown,0,2.434347826
3487,Breakdown,0,7.303043478
3488,Installation / Commissioning,0,2.434347826
3489,Installation / Commissioning,0,2.434347826
3490,Accessories,0,2.434347826
3491,Breakdown,0,2.434347826
3492,Breakdown,0,2.434347826
3493,Breakdown,0,2.434347826
3494,Breakdown,0,2.434347826
3495,Breakdown,0,2.434347826
3496,Breakdown,0,2.434347826
3497,Breakdown,0,2.434347826
3498,Breakdown,0,2.434347826
3499,Installation / Commissioning,0,2.434347826
3500,Breakdown,0,2.434347826
3501,Breakdown,0,2.434347826
3502,Breakdown,0,2.434347826
3503,Breakdown,0,2.434347826
3504,Breakdown,0,4.868695652
3505,Breakdown,0,19.47478261
3506,Breakdown,0,2.434347826
3507,Breakdown,0,2.434347826
3508,Breakdown,0,4.868695652
3509,Breakdown,0,7.303043478
3510,Breakdown,0,2.434347826
3511,Breakdown,0,2.434347826
3512,Breakdown,0,4.868695652
3513,Breakdown,0,2.434347826
3514,Breakdown,0,2.434347826
3515,Breakdown,0,4.868695652
3516,Breakdown,0,2.434347826
3517,Breakdown,0,2.434347826
3518,Breakdown,0,7.303043478
3519,Breakdown,0,2.434347826
3520,Breakdown,0,2.434347826
3521,Breakdown,0,2.434347826
3522,Breakdown,0,2.434347826
3523,Breakdown,0,2.434347826
3524,Breakdown,0,2.434347826
3525,Breakdown,0,2.434347826
3526,Breakdown,0,2.434347826
3527,Breakdown,0,2.434347826
3528,Breakdown,0,2.434347826
3529,Breakdown,0,2.434347826
3530,Breakdown,0,2.434347826
3531,Breakdown,0,4.868695652
3532,Breakdown,0,4.868695652
3533,Breakdown,0,4.868695652
3534,Breakdown,0,2.434347826
3535,Breakdown,0,2.434347826
3536,Breakdown,0,2.434347826
3537,Breakdown,0,2.434347826
3538,Breakdown,0,2.434347826
3539,Breakdown,0,2.434347826
3540,Breakdown,0,2.434347826
3541,Breakdown,0,4.868695652
3542,Breakdown,0,4.868695652
3543,Breakdown,0,2.434347826
3544,Breakdown,0,4.868695652
3545,Breakdown,0,2.434347826
3546,Breakdown,0,2.434347826
3547,Breakdown,0,2.434347826
3548,Breakdown,0,2.434347826
3549,Breakdown,0,2.434347826
3550,Breakdown,0,2.434347826
3551,Breakdown,0,2.434347826
3552,Breakdown,0,4.868695652
3553,Breakdown,0,4.868695652
3554,Breakdown,0,2.434347826
3555,Breakdown,0,2.434347826
3556,Breakdown,0,2.434347826
3557,Breakdown,0,2.434347826
3558,Breakdown,0,2.434347826
3559,Breakdown,0,4.868695652
3560,Breakdown,0,17.04043478
3561,Breakdown,0,4.868695652
3562,Breakdown,0,2.434347826
3563,Breakdown,0,282.3843478
3564,Breakdown,0,2.434347826
3565,Breakdown,0,43.81826087
3566,Installation / Commissioning,0,2.434347826
3567,Breakdown,0,41.38391304
3568,Breakdown,0,24.34347826
3569,Breakdown,0,2.434347826
3570,Breakdown,0,2.434347826
3571,Breakdown,0,2.434347826
3572,Breakdown,0,2.434347826
3573,Breakdown,0,2.434347826
3574,Breakdown,0,2.434347826
3575,Breakdown,0,7.303043478
3576,Breakdown,0,2.434347826
3577,Breakdown,0,4.868695652
3578,Breakdown,0,2.434347826
3579,Breakdown,0,2.434347826
3580,Breakdown,0,2.434347826
3581,Breakdown,0,2.434347826
3582,Breakdown,0,2.434347826
3583,Breakdown,0,2.434347826
3584,Breakdown,0,2.434347826
3585,Inspection / Maintenance,0,2.434347826
3586,Retrofit,0,4.868695652
3587,Inspection / Maintenance,0,7.303043478
3588,Installation / Commissioning,0,2.434347826
3589,Retrofit,0,12.17173913
3590,Installation / Commissioning,0,2.434347826
3591,Inspection / Maintenance,0,2.434347826
3592,Breakdown,0,2.434347826
3593,Installation / Commissioning,0,2.434347826
3594,Installation / Commissioning,0,2.434347826
3595,Breakdown,0,12.17173913
3596,Accessories,0,2.434347826
3597,Inspection / Maintenance,0,964.0017391
3598,Retrofit,0,77.89913043
3599,Breakdown,0,7.303043478
3600,Breakdown,0,21.90913043
3601,Installation / Commissioning,0,2.434347826
3602,Installation / Commissioning,0,2.434347826
3603,Installation / Commissioning,0,2.434347826
3604,Accessories,0,2.434347826
3605,Transport damages,0,2.434347826
3606,Accessories,0,12.17173913
3607,Instruction,0,2.434347826
3608,Instruction,0,9.737391304
3609,Breakdown,0,2.434347826
3610,Breakdown,0,7.303043478
3611,Breakdown,0,7.303043478
3612,Breakdown,0,17.04043478
3613,Breakdown,0,4.868695652
3614,Breakdown,0,2.434347826
3615,Breakdown,0,7.303043478
3616,Breakdown,0,2.434347826
3617,Breakdown,0,14.60608696
3618,Breakdown,0,14.60608696
3619,Breakdown,0,14.60608696
3620,Retrofit,0,2.434347826
3621,Transport damages,0,2.434347826
3622,Installation / Commissioning,0,4.868695652
3623,Accessories,0,7.303043478
3624,Inspection / Maintenance,0,2.434347826
3625,Retrofit,0,7.303043478
3626,Installation / Commissioning,0,2.434347826
3627,Accessories,0,2.434347826
3628,Accessories,0,2.434347826
3629,Retrofit,0,53.55565217
3630,Installation / Commissioning,0,2.434347826
3631,Accessories,0,2.434347826
3632,Installation / Commissioning,0,2.434347826
3633,Retrofit,0,7.303043478
3634,Retrofit,0,2.434347826
3635,Accessories,0,4.868695652
3636,Retrofit,0,2.434347826
3637,Accessories,0,4.868695652
3638,Inspection / Maintenance,0,2.434347826
3639,Accessories,0,2.434347826
3640,Inspection / Maintenance,0,2.434347826
3641,Retrofit,0,2.434347826
3642,Retrofit,0,4.868695652
3643,Breakdown,0,2.434347826
3644,Transport damages,0,2.434347826
3645,Welding,0,2.434347826
3646,Installation / Commissioning,0,7.303043478
3647,Retrofit,0,4.868695652
3648,Breakdown,0,2.434347826
3649,Breakdown,0,26.77782609
3650,Installation / Commissioning,0,2.434347826
3651,Breakdown,0,31.64652174
3652,Installation / Commissioning,0,7.303043478
3653,Breakdown,0,9.737391304
3654,Breakdown,0,21.90913043
3655,Breakdown,0,2.434347826
3656,Breakdown,0,2.434347826
3657,Breakdown,0,48.68695652
3658,Breakdown,0,46.2526087
3659,Breakdown,0,48.68695652
