serial_number,model,energy_type,machine_size,machine_type,unknow_feature,average_time_between_service,avg_serv_costs,days_to_first_serv,installation_year,Accessories,Breakdown,Inspection / Maintenance,Instruction,Retrofit,Transport damages,Welding
1548,E61SI,Electric,61,Single,I,172,206.0766667,0,2017,0,0,1,0,1,0,0
1549,E61SI,Electric,61,Single,I,176,375.4217872,10,2017,0,0,1,0,1,0,0
1550,E61SI,Electric,61,Single,I,87,215.158,0,2017,1,1,1,0,1,0,0
1551,E61SI,Electric,61,Single,I,87,244.792,0,2017,1,1,1,0,1,0,0
1552,E61SI,Electric,61,Single,I,313,217.93,313,2017,0,1,0,0,0,0,0
1553,E61SI,Electric,61,Single,I,183,157.0142751,183,2017,0,1,0,0,0,0,0
1554,E61SI,Electric,61,Single,I,105,162.7621536,105,2017,0,1,0,0,0,0,0
1555,E61SI,Electric,61,Single,I,16,171.9141749,16,2017,0,1,0,0,0,0,0
1556,E61SI,Electric,61,Single,I,208,192.8196209,208,2017,0,1,0,0,0,0,0
1557,E61SI,Electric,61,Single,I,127,205.1562601,21,2017,0,1,1,0,1,0,0
1558,E61SI,Electric,61,Single,I,190,243.1380201,21,2017,0,0,1,0,1,0,0
1559,E61SI,Electric,61,Single,I,68,296.0914341,68,2017,0,1,0,0,0,0,0
1560,E61SI,Electric,61,Single,I,39,203.815028,39,2018,0,1,0,0,0,0,0
1561,E61SI,Electric,61,Single,I,49,169.32,49,2017,0,0,0,0,1,0,0
1562,E61SI,Electric,61,Single,I,124,209.75,124,2017,1,0,1,0,1,0,0
1563,E61SI,Electric,61,Single,I,24,224.625,24,2017,0,1,0,0,0,0,0
1564,E61SI,Electric,61,Single,I,207,207.725,207,2017,0,1,0,0,0,0,0
1565,E61SI,Electric,61,Single,I,49,161.9801295,49,2017,0,1,0,0,0,0,0
1566,E61SI,Electric,61,Single,I,17,349.7381922,6,2017,0,1,0,0,0,0,0
1567,E61SI,Electric,61,Single,I,6,211.705546,6,2017,0,1,0,0,0,0,0
1568,E61SI,Electric,61,Single,I,62,203.9884669,62,2017,0,1,0,0,0,0,0
1569,E61SI,Electric,61,Single,I,59,305.508662,59,2018,0,1,0,0,0,0,0
1570,E61SI,Electric,61,Single,I,9,131.7288876,9,2017,0,1,0,0,0,0,0
1571,E61SI,Electric,61,Single,I,0,184.875,0,2017,0,1,0,0,0,0,0
1572,E61SI,Electric,61,Single,I,246,181.3779914,246,2017,0,1,0,0,0,0,0
1573,E61SI,Electric,61,Single,I,101,184.0511006,101,2017,0,1,0,0,0,0,0
1574,E61SI,Electric,61,Single,I,48,133.1731895,48,2018,0,1,0,0,0,0,0
1575,E61SI,Electric,61,Single,I,30,291.8884092,30,2018,0,1,0,0,0,0,0
1576,E61SI,Electric,61,Single,I,204,309.88,204,2017,1,0,1,0,1,0,0
1577,E61SI,Electric,61,Single,I,0,169.971463,0,2017,0,1,0,0,0,0,0
1578,E61SI,Electric,61,Single,I,1,248.0130562,1,2018,0,1,0,0,0,0,0
1579,E61SI,Electric,61,Single,I,153,486.9499654,153,2017,0,1,0,0,0,0,0
1580,E61SI,Electric,61,Single,I,216,185.405,216,2017,0,1,0,0,0,0,0
1581,E61SI,Electric,61,Single,I,0,259.75,0,2017,0,1,0,0,0,0,0
1582,E61SI,Electric,61,Single,I,6,94.78536608,6,2017,0,1,0,0,0,0,0
1583,E61SI,Electric,61,Single,I,11,185.4043605,11,2017,0,1,0,0,0,0,0
1584,E61SI,Electric,61,Single,I,85,139.7637408,85,2018,0,1,0,0,0,0,0
1585,E61SI,Electric,61,Single,I,122,215.4233333,245,2017,1,1,0,0,0,0,0
1586,E61SI,Electric,61,Single,I,2,136.4368471,2,2018,0,1,0,0,0,0,0
1587,E61SI,Electric,61,Single,I,0,217.2774046,0,2018,0,1,0,0,0,0,0
1588,E61SI,Electric,61,Single,I,71,188.2983007,71,2018,0,1,0,0,0,0,0
1589,E61SI,Electric,61,Single,I,6,94.78536608,6,2017,0,1,0,0,0,0,0
1590,E61SI,Electric,61,Single,I,0,177.5613578,0,2017,0,1,0,0,0,0,0
1591,E61SI,Electric,61,Single,I,99,202.344767,99,2017,0,1,0,0,0,0,0
1592,E61SI,Electric,61,Single,I,108,97.88435678,108,2018,0,1,0,0,0,0,0
1593,E61SI,Electric,61,Single,I,127,175.0007468,127,2018,0,1,0,0,0,0,0
1594,E61SI,Electric,61,Single,I,179,238.9572186,179,2017,0,1,0,0,0,0,0
1595,E61SI,Electric,61,Single,I,10,67.5,10,2017,0,0,0,1,0,0,0
1596,E61SI,Electric,61,Single,I,63,66.11323529,63,2018,0,0,0,0,1,0,0
1597,E61SI,Electric,61,Single,I,8,181.4537517,8,2018,0,1,0,0,0,0,0
1598,E61SI,Electric,61,Single,I,60,592.5572027,60,2018,0,1,0,0,0,0,0
1599,E61SI,Electric,61,Single,I,50,181.7726072,50,2018,1,0,0,0,0,0,0
1600,E61SI,Electric,61,Single,I,22,174.2335771,22,2018,0,1,0,0,0,0,0
1601,E61SI,Electric,61,Single,I,4,384.9556411,4,2018,0,1,0,0,0,0,0
1602,E61SI,Electric,61,Single,I,30,265.96,30,2017,1,0,0,0,0,0,0
1603,E61SI,Electric,61,Single,I,8,122.4833333,3,2018,0,1,0,0,0,0,0
1604,E61SI,Electric,61,Single,I,38,198.75,38,2018,0,1,0,0,0,0,0
1605,E61SI,Electric,61,Single,I,35,149.5,35,2018,0,1,0,0,0,0,0
1606,E61SI,Electric,61,Single,I,37,220.325,37,2018,0,0,0,0,1,0,0
1607,E62SH,Electric,62,Single,H,51,335.1108445,51,2015,0,1,0,0,0,0,0
1608,E62SH,Electric,62,Single,H,399,539.9665209,399,2015,0,1,0,0,0,0,0
1609,E62SH,Electric,62,Single,H,161,340.8681866,161,2016,0,1,0,0,0,0,0
1610,E62SH,Electric,62,Single,H,36,608.7324624,36,2017,0,1,0,0,0,0,0
1611,E62SH,Electric,62,Single,H,11,410.6351783,11,2017,0,1,0,0,0,0,0
1612,E62SH,Electric,62,Single,H,0,159.1988196,0,2016,0,1,0,0,0,0,0
1613,E62SH,Electric,62,Single,H,297,544.4644057,297,2016,0,1,0,0,0,0,0
1614,E62SI,Electric,62,Single,I,0,860.8345639,0,2017,0,1,0,0,0,0,0
1615,E62SI,Electric,62,Single,I,361,508.370627,361,2017,0,1,0,0,0,0,0
1616,E62SI,Electric,62,Single,I,133,740.2141583,133,2017,0,1,0,0,0,0,0
1617,E62SI,Electric,62,Single,I,78,407.3565687,78,2018,0,1,0,0,0,0,0
1618,E62SI,Electric,62,Single,I,240,485.8581166,240,2017,0,1,0,0,0,0,0
1619,E62SI,Electric,62,Single,I,20,418.8219212,20,2018,0,1,0,0,0,0,0
1620,E62SI,Electric,62,Single,I,49,545.3090422,49,2018,0,1,0,0,0,0,0
1621,G11MH,Gas,101,Mult,H,67,142.0114606,67,2015,0,1,0,0,0,0,0
1622,G11MH,Gas,101,Mult,H,554,57.7545192,554,2015,0,1,0,0,0,0,0
1623,G11MH,Gas,101,Mult,H,1106,39.45557301,1106,2015,0,1,0,0,1,0,0
1624,G11MH,Gas,101,Mult,H,30,49.54066532,30,2016,0,1,1,0,0,0,0
1625,G11MH,Gas,101,Mult,H,422,79.16477684,422,2016,0,0,0,0,1,0,0
1626,G11SH,Gas,101,Single,H,1277,219.25,1277,2014,0,0,0,0,1,0,0
1627,G11SH,Gas,101,Single,H,371,71.92868754,371,2015,0,0,1,0,0,0,0
1628,G11SH,Gas,101,Single,H,28,78.70433328,28,2015,0,1,0,0,0,0,0
1629,G11SH,Gas,101,Single,H,137,193.2133333,271,2015,0,1,0,0,0,0,0
1630,G11SH,Gas,101,Single,H,0,93.79104545,0,2016,0,1,0,0,0,0,0
1631,G11SI,Gas,101,Single,I,491,228.5,491,2016,0,0,1,0,0,0,0
1632,G11SI,Gas,101,Single,I,196,64.37695988,196,2016,0,1,0,0,0,0,0
1633,G11SI,Gas,101,Single,I,497,55.81443382,497,2016,0,1,1,0,1,0,0
1634,G12MH,Gas,102,Mult,H,377,58.77117715,377,2015,0,0,1,0,0,0,0
1635,G12MH,Gas,102,Mult,H,344,20.48155625,344,2015,0,1,0,0,0,0,0
1636,G12SH,Gas,102,Single,H,0,144.2016614,0,2016,0,1,0,0,0,0,0
1637,G21MF,Gas,201,Mult,F,4,301.36,4,2015,0,1,0,0,0,0,0
1638,G21MH,Gas,201,Mult,H,270,450.015,270,2015,0,1,0,0,0,0,0
1639,G61MH,Gas,61,Mult,H,45,139.3865864,45,2015,0,1,0,0,0,0,0
1640,G61MH,Gas,61,Mult,H,388,72.57359174,388,2015,0,1,0,0,0,0,0
1641,G61MH,Gas,61,Mult,H,11,42.48949475,11,2016,0,1,0,0,0,0,0
1642,G61SE,Gas,61,Single,E,588,35.79976845,588,2015,0,1,0,0,0,0,0
1643,G61SH,Gas,61,Single,H,0,48.47354799,0,2015,0,1,0,0,0,0,0
1644,G61SH,Gas,61,Single,H,193,49.18632264,193,2015,0,1,0,0,0,0,0
1645,G61SH,Gas,61,Single,H,193,60.86667502,193,2015,0,0,1,0,0,0,0
1646,G61SH,Gas,61,Single,H,638,46.005,638,2016,0,0,0,0,1,0,0
1647,G61SH,Gas,61,Single,H,636,40.545,636,2016,0,0,0,0,1,0,0
1648,G61SH,Gas,61,Single,H,842,45.60047993,842,2015,0,0,0,0,1,0,0
1649,G61SH,Gas,61,Single,H,372,50.36546037,0,2016,0,1,0,0,1,0,0
1650,G61SI,Gas,61,Single,I,0,355.8613688,0,2018,0,1,0,0,0,0,0
1651,G62SI,Gas,62,Single,I,343,995.1102865,343,2017,0,1,0,0,0,0,0
1652,G62SI,Gas,62,Single,I,13,328.5109803,13,2017,0,1,0,0,0,0,0
1653,G62SI,Gas,62,Single,I,10,572.2797001,10,2018,0,1,0,0,0,0,0
