"","average_time_between_service","avg_serv_costs","days_to_first_serv","breakdown","machine_size_102","machine_size_62","machine_size_61","machine_size_201","machine_size_202","usage_class"
"1418",530,630.204292833333,953,1,0,0,0,0,0,"4"
"1419",530,630.204292833333,953,0,0,0,0,0,0,"4"
"1420",235,366.241666666667,67,0,0,0,0,0,0,"6"
"1421",235,366.241666666667,67,0,0,0,0,0,0,"6"
"1422",235,366.241666666667,67,0,0,0,0,0,0,"6"
"1423",245,204,245,1,0,0,0,0,0,"1"
"1424",261,120.741264934,865,0,0,0,0,0,0,"4"
"1425",288,507.624,41,0,0,0,0,0,0,"5"
"1426",170,399.717666375,122,0,0,0,0,0,0,"6"
"1427",137,282.86,58,1,0,0,0,0,0,"6"
"1428",134,818.893494878889,258,0,0,0,0,0,0,"2"
"1429",445,460.08,236,0,0,0,0,0,0,"1"
"1430",197,273.717142857143,2,0,0,0,0,0,0,"6"
"1431",197,273.717142857143,2,0,0,0,0,0,0,"6"
"1432",197,273.717142857143,2,0,0,0,0,0,0,"6"
"1433",356,668.311518475,972,0,0,0,0,0,0,"4"
"1434",261,418.167759946667,194,0,0,0,0,0,0,"6"
"1435",1071,760.465,1071,0,0,0,0,0,0,"4"
"1436",358,578.775047125,776,0,0,0,0,0,0,"4"
"1437",358,649.100749925,736,0,0,0,0,0,0,"4"
"1438",135,363.068181818182,18,0,0,0,0,0,0,"6"
"1439",144,158.308571428571,63,0,0,0,0,0,0,"3"
"1440",163,531.335,54,0,0,0,0,0,0,"5"
"1441",550,504.273333333333,105,1,0,0,0,0,0,"5"
"1442",550,504.273333333333,105,0,0,0,0,0,0,"5"
"1443",550,504.273333333333,105,0,0,0,0,0,0,"5"
"1444",160,798.03057841,0,0,0,0,0,0,0,"5"
"1445",160,798.03057841,0,0,0,0,0,0,0,"5"
"1446",226,1251.583064,427,0,0,0,0,0,0,"2"
"1447",271,479.112,0,0,0,0,0,0,0,"5"
"1448",153,328.556666666667,0,0,0,0,0,0,0,"6"
"1449",221,453.575,0,0,0,0,0,0,0,"6"
"1450",159,424.81125,0,0,0,0,0,0,0,"6"
"1451",158,450.50375,0,0,0,0,0,0,0,"6"
"1452",144,280.148888888889,76,0,0,0,0,0,0,"6"
"1453",144,280.148888888889,76,0,0,0,0,0,0,"6"
"1454",182,545.215714285714,0,0,0,0,0,0,0,"5"
"1455",186,431.268571428571,0,0,0,0,0,0,0,"6"
"1456",50,159.84,50,1,0,0,0,0,0,"3"
"1457",64,166.445,64,1,0,0,0,0,0,"3"
"1458",150,241.1,0,0,0,0,0,0,0,"3"
"1459",196,151.285,0,0,0,0,0,0,0,"3"
"1460",128,471.725312767,33,0,0,0,0,0,0,"6"
"1461",178,380.366666666667,6,0,0,0,0,0,0,"6"
"1462",181,175.7575,100,0,0,0,0,0,0,"3"
"1463",67,185.5,67,1,0,0,0,0,0,"3"
"1464",374,409.4225,0,0,0,0,0,0,0,"6"
"1465",135,153.25,135,1,0,0,0,0,0,"3"
"1466",1059,101.6,1059,0,0,0,0,0,0,"4"
"1467",153,692.8879981375,0,0,0,0,0,0,0,"5"
"1468",376,227.025,376,1,0,0,0,0,0,"1"
"1469",180,475.757142857143,0,0,0,0,0,0,0,"6"
"1470",180,475.757142857143,0,0,0,0,0,0,0,"6"
"1471",954,108.54,954,1,0,0,0,0,0,"4"
"1472",361,340.4301410375,9,1,0,0,0,0,0,"6"
"1473",361,340.4301410375,9,0,0,0,0,0,0,"6"
"1474",6,197.5,7,1,0,0,0,0,0,"3"
"1475",180,383.684285714286,0,0,0,0,0,0,0,"6"
"1476",155,352.6825,0,0,0,0,0,0,0,"6"
"1477",114,507.002019543636,0,0,0,0,0,0,0,"5"
"1478",370,723.419691685,29,0,0,0,0,0,0,"5"
"1479",125,351.424,41,0,0,0,0,0,0,"6"
"1480",120,427.445,0,0,0,0,0,0,0,"6"
"1481",120,427.445,0,0,0,0,0,0,0,"6"
"1482",181,341.011289864286,9,0,0,0,0,0,0,"6"
"1483",271,367.858,0,0,0,0,0,0,0,"6"
"1484",217,437.293333333333,0,1,0,0,0,0,0,"6"
"1485",217,437.293333333333,0,0,0,0,0,0,0,"6"
"1486",128,387.02,71,0,0,0,0,0,0,"6"
"1487",542,518.706666666667,372,0,0,0,0,0,0,"1"
"1488",542,518.706666666667,372,1,0,0,0,0,0,"1"
"1489",542,518.706666666667,372,0,0,0,0,0,0,"1"
"1490",1022,153.21,1022,0,0,0,0,0,0,"4"
"1491",217,431.515,0,1,0,0,0,0,0,"6"
"1492",217,431.515,0,0,0,0,0,0,0,"6"
"1493",164,445.54125,64,1,0,0,0,0,0,"6"
"1494",164,445.54125,64,0,0,0,0,0,0,"6"
"1495",163,360.125,51,0,0,0,0,0,0,"6"
"1496",163,360.125,51,0,0,0,0,0,0,"6"
"1497",157,636.30020104,9,0,0,0,0,0,0,"5"
"1498",157,636.30020104,9,0,0,0,0,0,0,"5"
"1499",128,743.908717524,35,0,0,0,0,0,0,"5"
"1500",180,333.861428571429,0,0,0,0,0,0,0,"6"
"1501",127,57.92,127,1,0,0,0,0,0,"3"
"1502",541,725.222441133333,367,1,0,0,0,0,0,"2"
"1503",254,61.2360716775,1,0,0,0,0,0,0,"3"
"1504",254,61.2360716775,1,0,0,0,0,0,0,"3"
"1505",181,386.108571428571,0,0,0,0,0,0,0,"6"
"1506",219,360.163333333333,0,0,0,0,0,0,0,"6"
"1507",137,703.118915818889,25,0,0,0,0,0,0,"5"
"1508",109,34.427121,109,1,0,0,0,0,0,"3"
"1509",160,682.18239068375,43,0,0,0,0,0,0,"5"
"1510",160,682.18239068375,43,1,0,0,0,0,0,"5"
"1511",160,682.18239068375,43,0,0,0,0,0,0,"5"
"1512",221,593.033995436667,25,0,0,0,0,0,0,"5"
"1513",221,593.033995436667,25,0,0,0,0,0,0,"5"
"1514",227,504.262,24,1,0,0,0,0,0,"5"
"1515",227,504.262,24,0,0,0,0,0,0,"5"
"1516",271,427.362,0,0,0,0,0,0,0,"6"
"1517",271,427.362,0,1,0,0,0,0,0,"6"
"1518",271,427.362,0,0,0,0,0,0,0,"6"
"1519",95,170.916,0,1,0,0,0,0,0,"3"
"1520",95,170.916,0,0,0,0,0,0,0,"3"
"1521",161,387.5325,31,0,0,0,0,0,0,"6"
"1522",161,387.5325,31,1,0,0,0,0,0,"6"
"1523",161,387.5325,31,0,0,0,0,0,0,"6"
"1524",940,206.87,940,0,0,0,0,0,0,"4"
"1525",224,495.924,175,0,0,0,0,0,0,"5"
"1526",213,300.025,213,1,0,0,0,0,0,"6"
"1527",303,243.105,303,0,0,0,0,0,0,"1"
"1528",211,206.096666666667,219,1,0,0,0,0,0,"1"
"1529",450,237,450,1,0,0,0,0,0,"1"
"1530",196,126.22,196,1,0,0,0,0,0,"3"
"1531",138,437.878888888889,0,0,0,0,0,0,0,"6"
"1532",138,437.878888888889,0,0,0,0,0,0,0,"6"
"1533",161,412.69,55,0,0,0,0,0,0,"6"
"1534",161,412.69,55,0,0,0,0,0,0,"6"
"1535",217,603.603121933333,13,0,0,0,0,0,0,"5"
"1536",217,603.603121933333,13,0,0,0,0,0,0,"5"
"1537",115,384.31,78,0,0,0,0,0,0,"6"
"1538",115,384.31,78,0,0,0,0,0,0,"6"
"1539",217,756.938302413333,12,0,0,0,0,0,0,"5"
"1540",217,756.938302413333,12,0,0,0,0,0,0,"5"
"1541",211,491.65,110,0,0,0,0,0,0,"5"
"1542",147,442.262857142857,84,0,0,0,0,0,0,"6"
"1543",147,442.262857142857,84,0,0,0,0,0,0,"6"
"1544",147,442.262857142857,84,0,0,0,0,0,0,"6"
"1545",793,91.975,793,0,0,0,0,0,0,"4"
"1546",207,505.18,34,0,0,0,0,0,0,"5"
"1547",87,235.055,87,1,0,0,0,0,0,"3"
"1548",185,1108.21679354,36,0,0,0,0,0,0,"2"
"1549",185,1108.21679354,36,1,0,0,0,0,0,"2"
"1550",896,491.44,896,0,0,0,0,0,0,"4"
"1551",235,794.01135184,174,0,0,0,0,0,0,"2"
"1552",235,794.01135184,174,1,0,0,0,0,0,"2"
"1553",142,887.184630081833,18,0,0,0,0,0,0,"2"
"1554",162,132.96250665,162,1,0,0,0,0,0,"3"
"1555",336,720.84,336,1,0,0,0,0,0,"2"
"1556",336,720.84,336,0,0,0,0,0,0,"2"
"1557",367,1029.6612782,20,0,0,0,0,0,0,"2"
"1558",176,607.816666666667,131,1,0,0,0,0,0,"5"
"1559",176,607.816666666667,131,0,0,0,0,0,0,"5"
"1560",538,255.295,538,1,0,0,0,0,0,"4"
"1561",240,667.445,7,0,0,0,0,0,0,"5"
"1562",106,330.116,16,0,0,0,0,0,0,"6"
"1563",106,330.116,16,0,0,0,0,0,0,"6"
"1564",85,258.695,250,1,0,0,0,0,0,"3"
"1565",198,105.046666666667,106,1,0,0,0,0,0,"3"
"1566",153,897.743920813333,48,0,0,0,0,0,0,"2"
"1567",126,895.969235814286,40,0,0,0,0,0,0,"2"
"1568",363,532.406666666667,55,1,0,0,0,0,0,"5"
"1569",363,532.406666666667,55,0,0,0,0,0,0,"5"
"1570",439,59.5993116,642,0,0,0,0,0,0,"4"
"1571",238,986.071413115,0,1,0,0,0,0,0,"2"
"1572",18,204.778,0,0,0,0,0,0,0,"3"
"1573",178,1087.47929678,144,1,0,0,0,0,0,"2"
"1574",170,735.749219821667,111,1,0,0,0,0,0,"5"
"1575",240,408.0825,76,0,0,0,0,0,0,"6"
"1576",134,408.844285714286,27,0,0,0,0,0,0,"6"
"1577",254,416.5825,39,0,0,0,0,0,0,"6"
"1578",254,416.5825,39,0,0,0,0,0,0,"6"
"1579",254,416.5825,39,0,0,0,0,0,0,"6"
"1580",254,409.735,41,0,0,0,0,0,0,"6"
"1581",254,409.735,41,0,0,0,0,0,0,"6"
"1582",147,437.331666666667,2,0,0,0,0,0,0,"6"
"1583",138,639.21568198125,218,0,0,0,0,0,0,"5"
"1584",293,123.13,113,0,0,0,0,0,0,"3"
"1585",293,123.13,113,1,0,0,0,0,0,"3"
"1586",326,429.9025,268,0,0,0,0,0,0,"1"
"1587",158,355.971666666667,69,0,0,0,0,0,0,"6"
"1588",158,355.971666666667,69,0,0,0,0,0,0,"6"
"1589",239,848.5906262275,309,1,0,0,0,0,0,"2"
"1590",192,483.012,50,1,0,0,0,0,0,"5"
"1591",192,483.012,50,0,0,0,0,0,0,"5"
"1592",253,1608.9203347,38,0,0,0,0,0,0,"2"
"1593",194,352.485,91,0,0,0,0,0,0,"6"
"1594",194,352.485,91,0,0,0,0,0,0,"6"
"1595",194,352.485,91,0,0,0,0,0,0,"6"
"1596",268,604.3425,92,1,0,0,0,0,0,"5"
"1597",268,604.3425,92,0,0,0,0,0,0,"5"
"1598",24,449.28,24,0,0,0,0,0,0,"6"
"1599",264,549.68,98,0,0,0,0,0,0,"5"
"1600",721,761.045,721,0,0,0,0,0,0,"4"
"1601",160,363.444285714286,225,0,0,0,0,0,0,"6"
"1602",869,123.441573625,869,1,0,0,0,0,0,"4"
"1603",152,428.961428571429,4,0,0,0,0,0,0,"6"
"1604",152,428.961428571429,4,0,0,0,0,0,0,"6"
"1605",243,585.3675,0,0,0,0,0,0,0,"5"
"1606",180,478.576666666667,203,0,0,0,0,0,0,"5"
"1607",247,405.0525,0,1,0,0,0,0,0,"6"
"1608",247,405.0525,0,0,0,0,0,0,0,"6"
"1609",370,523.443333333333,0,1,0,0,0,0,0,"5"
"1610",370,523.443333333333,0,0,0,0,0,0,0,"5"
"1611",370,523.443333333333,0,0,0,0,0,0,0,"5"
"1612",370,529.82,0,0,0,0,0,0,0,"5"
"1613",370,529.82,0,0,0,0,0,0,0,"5"
"1614",245,591.8525,0,0,0,0,0,0,0,"5"
"1615",235,608.468,232,0,0,0,0,0,0,"5"
"1616",320,419.645,245,0,0,0,0,0,0,"1"
"1617",320,419.645,245,0,0,0,0,0,0,"1"
"1618",161,168.362,9,0,0,0,0,0,0,"3"
"1619",197,568.848138394,58,1,0,0,0,0,0,"5"
"1620",197,568.848138394,58,0,0,0,0,0,0,"5"
"1621",183,489.862956382,19,0,0,0,0,0,0,"5"
"1622",183,489.862956382,19,0,0,0,0,0,0,"5"
"1623",17,354.633333333333,6,1,0,0,0,0,0,"6"
"1624",32,97.92,32,1,0,0,0,0,0,"3"
"1625",178,144.333333333333,6,1,0,0,0,0,0,"3"
"1626",15,146.166666666667,31,0,0,0,0,0,0,"3"
"1627",15,146.166666666667,31,1,0,0,0,0,0,"3"
"1628",7,137.874,4,0,0,0,0,0,0,"3"
"1629",376,46.4493488233333,469,0,0,0,0,0,0,"1"
"1630",165,331.95,151,0,0,0,0,0,0,"6"
"1631",165,331.95,151,0,0,0,0,0,0,"6"
"1632",75,157,6,0,0,0,0,0,0,"3"
"1633",95,120.746,125,0,0,0,0,0,0,"3"
"1634",95,120.746,125,0,0,0,0,0,0,"3"
"1635",453,65.53252549,453,0,0,0,0,0,0,"1"
"1636",653,38.50761602,653,1,0,0,0,0,0,"4"
"1637",146,359.183333333333,0,0,0,0,0,0,0,"6"
"1638",162,204.73461975,162,0,0,0,0,0,0,"3"
"1639",699,36.712973615,699,0,0,0,0,0,0,"4"
"1640",699,36.712973615,699,0,0,0,0,0,0,"4"
"1641",222,44.317198655,0,0,0,0,0,0,0,"3"
"1642",222,44.317198655,0,0,0,0,0,0,0,"3"
"1643",423,183.5,423,0,0,0,0,0,0,"1"
"1644",240,735.0047628475,27,0,0,0,0,0,0,"5"
"1645",148,60.825,148,1,0,0,0,0,0,"3"
"1646",293,49.1875474166667,31,1,0,0,0,0,0,"3"
"1647",293,49.1875474166667,31,0,0,0,0,0,0,"3"
"1648",293,49.1875474166667,31,0,0,0,0,0,0,"3"
"1649",267,120.666666666667,6,1,0,0,0,0,0,"3"
"1650",178,371.546,0,1,0,0,0,0,0,"6"
"1651",178,371.546,0,0,0,0,0,0,0,"6"
"1652",124,230.77096085,124,1,0,0,0,0,0,"3"
"1653",53,34.3745190666667,16,0,0,0,0,0,0,"3"
"1654",355,760.465,355,0,0,0,0,0,0,"2"
"1655",11,76.45930934,11,1,0,0,0,0,0,"3"
"1656",77,58.00026375,77,1,0,0,0,0,0,"3"
"1657",77,58.00026375,77,0,0,0,0,0,0,"3"
"1658",48,200,48,1,0,0,0,0,0,"3"
"1659",596,89.718468925,596,0,0,0,0,0,0,"4"
"1660",18,142.385,18,1,0,0,0,0,0,"3"
"1661",205,141.6375,7,0,0,0,0,0,0,"3"
"1662",205,141.6375,7,0,0,0,0,0,0,"3"
"1663",216,153,85,1,0,0,0,0,0,"3"
"1664",251,445.153333333333,266,1,0,0,0,0,0,"1"
"1665",251,445.153333333333,266,0,0,0,0,0,0,"1"
"1666",536,339.65,536,0,0,0,0,0,0,"4"
"1667",195,118.3275,1,1,0,0,0,0,0,"3"
"1668",322,228.48,0,1,0,0,0,0,0,"6"
"1669",141,605.4505311,141,1,0,0,0,0,0,"5"
"1670",88,51.715177875,88,1,0,0,0,0,0,"3"
"1671",326,285.11,37,1,0,0,0,0,0,"6"
"1672",172,319.335,0,1,0,0,0,0,0,"6"
"1673",172,319.335,0,0,0,0,0,0,0,"6"
"1674",292,100,292,1,0,0,0,0,0,"1"
"1675",122,430.076666666667,0,1,0,0,0,0,0,"6"
"1676",122,430.076666666667,0,0,0,0,0,0,0,"6"
"1677",323,205.92,79,1,0,0,0,0,0,"3"
"1678",584,186.135,584,0,0,0,0,0,0,"4"
"1679",320,850.95,320,0,0,0,0,0,0,"2"
"1680",320,850.95,320,0,0,0,0,0,0,"2"
"1681",5,288,5,1,0,0,0,0,0,"6"
"1682",5,288,5,0,0,0,0,0,0,"6"
"1683",359,761.53,359,1,0,0,0,0,0,"2"
"1684",359,761.53,359,0,0,0,0,0,0,"2"
"1685",13,177.25,13,1,0,0,0,0,0,"3"
"1686",47,669.995,47,1,0,0,0,0,0,"5"
"1687",47,669.995,47,0,0,0,0,0,0,"5"
"1688",349,760.515,349,0,0,0,0,0,0,"2"
"1689",348,760.08,348,0,0,0,0,0,0,"2"
"1690",349,760.515,349,0,0,0,0,0,0,"2"
"1691",182,230.373333333333,175,0,0,0,0,0,0,"3"
"1692",121,247.055,175,1,0,0,0,0,0,"3"
"1693",121,247.055,175,0,0,0,0,0,0,"3"
"1694",203,447.20179375,203,1,0,0,0,0,0,"6"
"1695",465,61.48161869,465,0,0,0,0,0,0,"1"
"1696",188,417.735,175,1,0,0,0,0,0,"6"
"1697",188,417.735,175,0,0,0,0,0,0,"6"
"1698",188,417.735,175,0,0,0,0,0,0,"6"
"1699",214,179.946666666667,22,1,0,0,0,0,0,"3"
"1700",214,179.946666666667,22,0,0,0,0,0,0,"3"
"1701",41,167.96,41,1,0,0,0,0,0,"3"
"1702",195,523.986666666667,40,0,0,0,0,0,0,"5"
"1703",195,523.986666666667,40,0,0,0,0,0,0,"5"
"1704",392,39.29062277,392,1,0,0,0,0,0,"1"
"1705",392,39.29062277,392,0,0,0,0,0,0,"1"
"1706",392,39.29062277,392,0,0,0,0,0,0,"1"
"1707",121,413.5775,0,0,0,0,0,0,0,"6"
"1708",121,413.5775,0,0,0,0,0,0,0,"6"
"1709",183,460.395,180,1,0,0,0,0,0,"6"
"1710",183,460.395,180,0,0,0,0,0,0,"6"
"1711",183,460.395,180,0,0,0,0,0,0,"6"
"1712",193,119.25,193,1,0,0,0,0,0,"3"
"1713",183,316.436666666667,0,0,0,0,0,0,0,"6"
"1714",183,316.436666666667,0,0,0,0,0,0,0,"6"
"1715",183,529.273333333333,0,0,0,0,0,0,0,"5"
"1716",183,529.273333333333,0,0,0,0,0,0,0,"5"
"1717",140,365.264,198,0,0,0,0,0,0,"6"
"1718",140,365.264,198,0,0,0,0,0,0,"6"
"1719",396,163.03,396,0,0,0,0,0,0,"1"
"1720",319,329.52789285,319,0,0,0,0,0,0,"1"
"1721",106,543.929078775,101,0,0,0,0,0,0,"5"
"1722",115,152.81,0,1,0,0,0,0,0,"3"
"1723",115,152.81,0,0,0,0,0,0,0,"3"
"1724",115,152.81,0,0,0,0,0,0,0,"3"
"1725",133,168.8625,54,1,0,0,0,0,0,"3"
"1726",133,168.8625,54,0,0,0,0,0,0,"3"
"1727",133,168.8625,54,0,0,0,0,0,0,"3"
"1728",172,196.48,0,0,0,0,0,0,0,"3"
"1729",172,196.48,0,0,0,0,0,0,0,"3"
"1730",172,196.48,0,0,0,0,0,0,0,"3"
"1731",172,196.48,0,0,0,0,0,0,0,"3"
"1732",22,44.3697584533333,24,0,0,0,0,0,0,"3"
"1733",22,44.3697584533333,24,0,0,0,0,0,0,"3"
"1734",97,286.28813446,39,1,0,0,0,0,0,"6"
"1735",97,286.28813446,39,0,0,0,0,0,0,"6"
"1736",97,286.28813446,39,0,0,0,0,0,0,"6"
"1737",175,195.593333333333,0,0,0,0,0,0,0,"3"
"1738",175,195.593333333333,0,0,0,0,0,0,0,"3"
"1739",175,195.593333333333,0,0,0,0,0,0,0,"3"
"1740",175,195.593333333333,0,0,0,0,0,0,0,"3"
"1741",175,195.593333333333,0,0,0,0,0,0,0,"3"
"1742",153,174.068128836667,41,0,0,0,0,0,0,"3"
"1743",102,155.7415503525,41,0,0,0,0,0,0,"3"
"1744",133,162.98,133,1,0,0,0,0,0,"3"
"1745",293,250.955,293,1,0,0,0,0,0,"1"
"1746",303,41.98710108,303,0,0,0,0,0,0,"1"
"1747",303,41.98710108,303,0,0,0,0,0,0,"1"
"1748",190,246.647355743333,21,0,0,0,0,0,0,"6"
"1749",190,246.647355743333,21,0,0,0,0,0,0,"6"
"1750",190,246.647355743333,21,0,0,0,0,0,0,"6"
"1751",190,246.647355743333,21,0,0,0,0,0,0,"6"
"1752",81,341.815,81,1,0,0,0,0,0,"6"
"1753",81,341.815,81,0,0,0,0,0,0,"6"
"1754",20,218,20,0,0,0,0,0,0,"3"
"1755",20,218,20,0,0,0,0,0,0,"3"
"1756",20,218,20,0,0,0,0,0,0,"3"
"1757",14,661.31,14,0,0,0,0,0,0,"5"
"1758",227,186.995,227,1,0,0,0,0,0,"1"
"1759",207,214.025,207,1,0,0,0,0,0,"1"
"1760",107,60.13033608,107,1,0,0,0,0,0,"3"
"1761",56,1104.81630935,56,1,0,0,0,0,0,"2"
"1762",62,943.53403335,62,1,0,0,0,0,0,"2"
"1763",56,121.288619416667,92,1,0,0,0,0,0,"3"
"1764",149,163.58,149,1,0,0,0,0,0,"3"
"1765",69,204.75,69,1,0,0,0,0,0,"3"
"1766",69,204.75,69,0,0,0,0,0,0,"3"
"1767",69,204.75,69,0,0,0,0,0,0,"3"
"1768",216,185.405,216,1,0,0,0,0,0,"1"
"1769",0,163.353333333333,0,0,0,0,0,0,0,"3"
"1770",0,163.353333333333,0,1,0,0,0,0,0,"3"
"1771",20,184.875,20,1,0,0,0,0,0,"3"
"1772",20,203.77,20,1,0,0,0,0,0,"3"
"1773",30,231.25,30,1,0,0,0,0,0,"3"
"1774",51,178.25,51,0,0,0,0,0,0,"3"
"1775",21,348.2,21,0,0,0,0,0,0,"6"
"1776",20,207.49,20,1,0,0,0,0,0,"3"
"1777",96,226.86327329,96,1,0,0,0,0,0,"3"
"1778",11,141.19403478,11,0,0,0,0,0,0,"3"
"1779",153,222.6266462525,171,0,1,0,0,0,0,"3"
"1780",187,526.217085395714,187,0,1,0,0,0,0,"5"
"1781",88,363.870911672857,284,0,1,0,0,0,0,"6"
"1782",81,396.4454711,40,0,1,0,0,0,0,"6"
"1783",150,315.61385291,22,0,1,0,0,0,0,"6"
"1784",938,513.5556337,938,1,1,0,0,0,0,"4"
"1785",532,275.422164403333,1046,1,1,0,0,0,0,"4"
"1786",82,631.359175651539,28,0,1,0,0,0,0,"5"
"1787",133,903.784377885714,22,0,1,0,0,0,0,"2"
"1788",268,337.85790104,21,0,1,0,0,0,0,"6"
"1789",129,375.957771376667,48,0,1,0,0,0,0,"6"
"1790",795,331.487784805,795,1,1,0,0,0,0,"4"
"1791",388,260.640628956667,755,1,1,0,0,0,0,"4"
"1792",388,260.640628956667,755,0,1,0,0,0,0,"4"
"1793",759,460.5063981,759,1,1,0,0,0,0,"4"
"1794",66,296.490369137143,71,0,1,0,0,0,0,"6"
"1795",754,695.95542705,754,1,1,0,0,0,0,"4"
"1796",440,373.788469555,440,1,1,0,0,0,0,"1"
"1797",51,517.321455535833,27,0,1,0,0,0,0,"5"
"1798",582,69.31,582,0,1,0,0,0,0,"4"
"1799",14,432.829871995,14,1,1,0,0,0,0,"6"
"1800",425,696.0452251,425,1,1,0,0,0,0,"2"
"1801",97,465.6307626,97,1,1,0,0,0,0,"6"
"1802",288,463.7397671,288,1,1,0,0,0,0,"1"
"1803",132,660.4484436,132,1,1,0,0,0,0,"5"
"1804",282,489.79309819,282,1,1,0,0,0,0,"5"
"1805",133,490.93612485,133,1,1,0,0,0,0,"5"
"1806",33,560.3962041,33,1,1,0,0,0,0,"5"
"1807",43,585.4638048,43,1,1,0,0,0,0,"5"
"1808",123,809.2798746,123,1,1,0,0,0,0,"2"
"1809",33,499.4385455,33,1,1,0,0,0,0,"6"
"1810",77,429.5317324,77,1,1,0,0,0,0,"6"
"1811",197,135.995,197,1,1,0,0,0,0,"3"
"1812",795,483.23,795,1,0,0,0,1,0,"4"
"1813",167,41.47711574,525,0,0,0,0,1,0,"1"
"1814",167,41.47711574,525,0,0,0,0,1,0,"1"
"1815",393,228.17,393,0,0,0,0,1,0,"1"
"1816",90,63.508420765,90,1,0,0,0,1,0,"3"
"1817",52,121.965,52,1,0,0,0,1,0,"3"
"1818",52,121.965,52,0,0,0,0,1,0,"3"
"1819",257,38.6804141756667,18,1,0,0,0,1,0,"3"
"1820",257,38.6804141756667,18,0,0,0,0,1,0,"3"
"1821",257,38.6804141756667,18,0,0,0,0,1,0,"3"
"1822",152,366.8,152,1,0,0,0,1,0,"6"
"1823",172,84.1807439816667,245,0,0,0,1,0,0,"3"
"1824",133,168.3,133,1,0,0,1,0,0,"3"
"1825",63,50.941239345,63,1,0,0,1,0,0,"3"
"1826",3,708.3450037,3,1,0,0,1,0,0,"5"
"1827",0,56.21115368,0,1,0,0,1,0,0,"3"
"1828",307,30.9280157475,0,0,0,0,1,0,0,"3"
"1829",280,34.1161741,280,1,0,0,1,0,0,"1"
"1830",280,34.1161741,280,0,0,0,1,0,0,"1"
"1831",472,190.123333333333,148,1,0,0,1,0,0,"1"
"1832",472,190.123333333333,148,0,0,0,1,0,0,"1"
"1833",858,27.215792875,858,1,0,0,1,0,0,"4"
"1834",858,27.215792875,858,0,0,0,1,0,0,"4"
"1835",763,34.400600385,763,1,0,0,1,0,0,"4"
"1836",763,34.400600385,763,0,0,0,1,0,0,"4"
"1837",188,210,188,1,0,0,1,0,0,"3"
"1838",200,39.27973739,200,1,0,0,1,0,0,"3"
"1839",0,26.853920445,0,0,0,0,1,0,0,"3"
"1840",130,104.035482825,130,0,0,0,1,0,0,"3"
"1841",293,41.857487025,293,0,0,0,1,0,0,"1"
"1842",378,139.3,378,1,0,0,1,0,0,"1"
"1843",117,31.621476625,117,1,0,0,1,0,0,"3"
"1844",117,31.621476625,117,0,0,0,1,0,0,"3"
"1845",329,36.6701389533333,0,1,0,0,1,0,0,"3"
"1846",329,36.6701389533333,0,0,0,0,1,0,0,"3"
"1847",329,36.6701389533333,0,0,0,0,1,0,0,"3"
"1848",44,162,44,1,0,0,1,0,0,"3"
"1849",230,49.6789021866667,0,0,0,0,1,0,0,"3"
"1850",230,49.6789021866667,0,0,0,0,1,0,0,"3"
"1851",554,42.46191121,554,1,0,0,1,0,0,"4"
"1852",554,42.46191121,554,0,0,0,1,0,0,"4"
"1853",105,219.20620226,165,0,0,0,1,0,0,"3"
"1854",158,71.88807529,5,1,0,0,1,0,0,"3"
"1855",158,71.88807529,5,0,0,0,1,0,0,"3"
"1856",91,271.178,25,0,0,0,1,0,0,"6"
"1857",124,273.1,322,0,0,0,1,0,0,"1"
"1858",266,298.636,322,0,0,0,1,0,0,"1"
"1859",314,256.51,314,1,0,0,1,0,0,"1"
"1860",804,63.655,804,1,0,0,1,0,0,"4"
"1861",309,96.69928617,309,1,0,0,1,0,0,"1"
"1862",745,92.62054802,745,1,0,0,1,0,0,"4"
"1863",51,17.581965475,51,0,0,0,1,0,0,"3"
"1864",553,192.75,553,1,0,0,1,0,0,"4"
"1865",86,76.5,86,1,0,0,1,0,0,"3"
"1866",45,166.616666666667,59,1,0,0,1,0,0,"3"
"1867",411,104,0,0,0,0,1,0,0,"3"
"1868",178,129.855555555556,0,0,0,0,1,0,0,"3"
"1869",243,89.94,477,1,0,0,1,0,0,"1"
"1870",97,219.195,63,0,0,0,1,0,0,"3"
"1871",480,286.825,480,0,0,0,1,0,0,"1"
"1872",449,604.69,327,1,0,0,1,0,0,"5"
"1873",281,278.323333333333,195,0,0,0,1,0,0,"1"
"1874",434,82,434,1,0,0,1,0,0,"1"
"1875",99,36.071805595,99,1,0,0,1,0,0,"3"
"1876",99,36.071805595,99,0,0,0,1,0,0,"3"
"1877",254,340.94,112,0,0,0,1,0,0,"6"
"1878",514,169.425,514,1,0,0,1,0,0,"1"
"1879",251,80.575,251,1,0,0,1,0,0,"1"
"1880",120,129.703333333333,102,0,0,0,1,0,0,"3"
"1881",178,141.8380204925,0,0,0,0,1,0,0,"3"
"1882",515,65.39492922,515,0,0,0,1,0,0,"4"
"1883",34,753.595,34,0,0,0,1,0,0,"5"
"1884",176,351.703333333333,236,1,0,0,1,0,0,"6"
"1885",176,351.703333333333,236,0,0,0,1,0,0,"6"
"1886",236,333.6,236,0,0,0,1,0,0,"1"
"1887",267,662.32774296,0,0,0,0,1,0,0,"5"
"1888",524,91.51,524,1,0,0,1,0,0,"4"
"1889",351,313.28,351,1,0,0,1,0,0,"1"
