serial_number,sales_organisation,service_call_category,total_service_count,model,energy_type,machine_size,machine_type
23544,610 Organisation Polen,Installation / Commissioning,1,E61SH,Electric,61,Single
23545,150 Organisation Oesterreich,Breakdown,1,E61SH,Electric,61,Single
23546,150 Organisation Oesterreich,Breakdown,1,E61SH,Electric,61,Single
23547,610 Organisation Polen,Breakdown,1,E61SH,Electric,61,Single
23548,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23549,610 Organisation Polen,Inspection / Maintenance,1,E61SH,Electric,61,Single
23550,150 Organisation Oesterreich,Accessories,1,E61SH,Electric,61,Single
23551,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23552,200 Organisation Deutschland,Inspection / Maintenance,1,E61SH,Electric,61,Single
23553,200 Organisation Deutschland,Installation / Commissioning,1,E61SH,Electric,61,Single
23554,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23555,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23556,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23557,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23558,320 Organisation International,Breakdown,1,E61SH,Electric,61,Single
23559,320 Organisation International,Installation / Commissioning,1,E61SH,Electric,61,Single
23560,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23561,200 Organisation Deutschland,Inspection / Maintenance,1,E61SH,Electric,61,Single
23562,150 Organisation Oesterreich,Accessories,1,E61SH,Electric,61,Single
23563,150 Organisation Oesterreich,Breakdown,1,E61SH,Electric,61,Single
23564,200 Organisation Deutschland,Inspection / Maintenance,1,E61SH,Electric,61,Single
23565,200 Organisation Deutschland,Installation / Commissioning,1,E61SH,Electric,61,Single
23566,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23567,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23568,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23569,610 Organisation Polen,Breakdown,1,E61SH,Electric,61,Single
23570,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23571,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23572,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23573,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23574,150 Organisation Oesterreich,Breakdown,1,E61SH,Electric,61,Single
23575,200 Organisation Deutschland,Installation / Commissioning,1,E61SH,Electric,61,Single
23576,610 Organisation Polen,Breakdown,1,E61SH,Electric,61,Single
23577,200 Organisation Deutschland,Installation / Commissioning,1,E61SH,Electric,61,Single
23578,200 Organisation Deutschland,Retrofit,1,E61SH,Electric,61,Single
23579,150 Organisation Oesterreich,Breakdown,1,E61SH,Electric,61,Single
23580,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23581,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23582,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23583,610 Organisation Polen,Breakdown,1,E61SH,Electric,61,Single
23584,610 Organisation Polen,Inspection / Maintenance,1,E61SH,Electric,61,Single
23585,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23586,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23587,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23588,610 Organisation Polen,Inspection / Maintenance,1,E61SH,Electric,61,Single
23589,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23590,200 Organisation Deutschland,Inspection / Maintenance,1,E61SH,Electric,61,Single
23591,150 Organisation Oesterreich,Accessories,1,E61SH,Electric,61,Single
23592,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23593,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23594,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23595,610 Organisation Polen,Inspection / Maintenance,1,E61SH,Electric,61,Single
23596,610 Organisation Polen,Installation / Commissioning,1,E61SH,Electric,61,Single
23597,610 Organisation Polen,Breakdown,1,E61SH,Electric,61,Single
23598,610 Organisation Polen,Inspection / Maintenance,1,E61SH,Electric,61,Single
23599,610 Organisation Polen,Installation / Commissioning,1,E61SH,Electric,61,Single
23600,320 Organisation International,Installation / Commissioning,1,E61SH,Electric,61,Single
23601,200 Organisation Deutschland,Installation / Commissioning,1,E61SH,Electric,61,Single
23602,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23603,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23604,150 Organisation Oesterreich,Accessories,1,E61SH,Electric,61,Single
23605,150 Organisation Oesterreich,Breakdown,1,E61SH,Electric,61,Single
23606,150 Organisation Oesterreich,Retrofit,1,E61SH,Electric,61,Single
23607,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23608,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23609,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23610,200 Organisation Deutschland,Installation / Commissioning,1,E61SH,Electric,61,Single
23611,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23612,150 Organisation Oesterreich,Inspection / Maintenance,1,E61SH,Electric,61,Single
23613,150 Organisation Oesterreich,Breakdown,1,E61SH,Electric,61,Single
23614,150 Organisation Oesterreich,Inspection / Maintenance,1,E61SH,Electric,61,Single
23615,200 Organisation Deutschland,Installation / Commissioning,1,E61SH,Electric,61,Single
23616,150 Organisation Oesterreich,Accessories,1,E61SH,Electric,61,Single
23617,150 Organisation Oesterreich,Inspection / Maintenance,1,E61SH,Electric,61,Single
23618,150 Organisation Oesterreich,Breakdown,1,E61SH,Electric,61,Single
23619,150 Organisation Oesterreich,Inspection / Maintenance,1,E61SH,Electric,61,Single
23620,150 Organisation Oesterreich,Breakdown,1,E61SH,Electric,61,Single
23621,150 Organisation Oesterreich,Inspection / Maintenance,1,E61SH,Electric,61,Single
23622,610 Organisation Polen,Installation / Commissioning,1,E61SH,Electric,61,Single
23623,610 Organisation Polen,Installation / Commissioning,1,E61SH,Electric,61,Single
23624,200 Organisation Deutschland,Installation / Commissioning,1,E61SH,Electric,61,Single
23625,200 Organisation Deutschland,Installation / Commissioning,1,E61SH,Electric,61,Single
23626,610 Organisation Polen,Installation / Commissioning,1,E61SH,Electric,61,Single
23627,150 Organisation Oesterreich,Accessories,1,E61SH,Electric,61,Single
23628,150 Organisation Oesterreich,Breakdown,1,E61SH,Electric,61,Single
23629,150 Organisation Oesterreich,Inspection / Maintenance,1,E61SH,Electric,61,Single
23630,150 Organisation Oesterreich,Inspection / Maintenance,1,E61SH,Electric,61,Single
23631,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23632,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23633,150 Organisation Oesterreich,Breakdown,1,E61SH,Electric,61,Single
23634,150 Organisation Oesterreich,Inspection / Maintenance,1,E61SH,Electric,61,Single
23635,150 Organisation Oesterreich,Inspection / Maintenance,1,E61SH,Electric,61,Single
23636,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23637,150 Organisation Oesterreich,Inspection / Maintenance,1,E61SH,Electric,61,Single
23638,150 Organisation Oesterreich,Inspection / Maintenance,1,E61SH,Electric,61,Single
23639,200 Organisation Deutschland,Installation / Commissioning,1,E61SH,Electric,61,Single
23640,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23641,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23642,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23643,610 Organisation Polen,Installation / Commissioning,1,E61SH,Electric,61,Single
23644,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23645,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23646,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23647,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23648,610 Organisation Polen,Breakdown,1,E61SH,Electric,61,Single
23649,610 Organisation Polen,Inspection / Maintenance,1,E61SH,Electric,61,Single
23650,610 Organisation Polen,Installation / Commissioning,1,E61SH,Electric,61,Single
23651,150 Organisation Oesterreich,Inspection / Maintenance,1,E61SH,Electric,61,Single
23652,150 Organisation Oesterreich,Inspection / Maintenance,1,E61SH,Electric,61,Single
23653,150 Organisation Oesterreich,Inspection / Maintenance,1,E61SH,Electric,61,Single
23654,150 Organisation Oesterreich,Inspection / Maintenance,1,E61SH,Electric,61,Single
23655,150 Organisation Oesterreich,Inspection / Maintenance,1,E61SH,Electric,61,Single
23656,150 Organisation Oesterreich,Breakdown,1,E61SH,Electric,61,Single
23657,150 Organisation Oesterreich,Inspection / Maintenance,1,E61SH,Electric,61,Single
23658,200 Organisation Deutschland,Installation / Commissioning,1,E61SH,Electric,61,Single
23659,610 Organisation Polen,Inspection / Maintenance,1,E61SH,Electric,61,Single
23660,610 Organisation Polen,Installation / Commissioning,1,E61SH,Electric,61,Single
23661,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23662,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23663,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23664,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23665,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23666,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23667,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23668,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23669,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23670,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23671,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23672,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23673,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23674,200 Organisation Deutschland,Installation / Commissioning,1,E61SH,Electric,61,Single
23675,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23676,150 Organisation Oesterreich,Breakdown,1,E61SH,Electric,61,Single
23677,150 Organisation Oesterreich,Inspection / Maintenance,1,E61SH,Electric,61,Single
23678,150 Organisation Oesterreich,Inspection / Maintenance,1,E61SH,Electric,61,Single
23679,320 Organisation International,Installation / Commissioning,1,E61SH,Electric,61,Single
23680,150 Organisation Oesterreich,Inspection / Maintenance,1,E61SH,Electric,61,Single
23681,150 Organisation Oesterreich,Inspection / Maintenance,1,E61SH,Electric,61,Single
23682,200 Organisation Deutschland,Installation / Commissioning,1,E61SH,Electric,61,Single
23683,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23684,200 Organisation Deutschland,Retrofit,1,E61SH,Electric,61,Single
23685,200 Organisation Deutschland,Installation / Commissioning,1,E61SH,Electric,61,Single
23686,610 Organisation Polen,Breakdown,1,E61SH,Electric,61,Single
23687,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23688,610 Organisation Polen,Installation / Commissioning,1,E61SH,Electric,61,Single
23689,500 Organisation USA,Breakdown,1,E61SH,Electric,61,Single
23690,200 Organisation Deutschland,Installation / Commissioning,1,E61SH,Electric,61,Single
23691,150 Organisation Oesterreich,Inspection / Maintenance,1,E61SH,Electric,61,Single
23692,150 Organisation Oesterreich,Inspection / Maintenance,1,E61SH,Electric,61,Single
23693,150 Organisation Oesterreich,Breakdown,1,E61SH,Electric,61,Single
23694,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23695,200 Organisation Deutschland,Installation / Commissioning,1,E61SH,Electric,61,Single
23696,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23697,200 Organisation Deutschland,Installation / Commissioning,1,E61SH,Electric,61,Single
23698,200 Organisation Deutschland,Installation / Commissioning,1,E61SH,Electric,61,Single
23699,200 Organisation Deutschland,Installation / Commissioning,1,E61SH,Electric,61,Single
23700,200 Organisation Deutschland,Installation / Commissioning,1,E61SH,Electric,61,Single
23701,610 Organisation Polen,Breakdown,1,E61SH,Electric,61,Single
23702,150 Organisation Oesterreich,Inspection / Maintenance,1,E61SH,Electric,61,Single
23703,150 Organisation Oesterreich,Breakdown,1,E61SH,Electric,61,Single
23704,150 Organisation Oesterreich,Inspection / Maintenance,1,E61SH,Electric,61,Single
23705,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23706,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23707,150 Organisation Oesterreich,Inspection / Maintenance,1,E61SH,Electric,61,Single
23708,150 Organisation Oesterreich,Inspection / Maintenance,1,E61SH,Electric,61,Single
23709,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23710,150 Organisation Oesterreich,Inspection / Maintenance,1,E61SH,Electric,61,Single
23711,150 Organisation Oesterreich,Breakdown,1,E61SH,Electric,61,Single
23712,150 Organisation Oesterreich,Inspection / Maintenance,1,E61SH,Electric,61,Single
23713,200 Organisation Deutschland,Installation / Commissioning,1,E61SH,Electric,61,Single
23714,320 Organisation International,Installation / Commissioning,1,E61SH,Electric,61,Single
23715,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23716,610 Organisation Polen,Breakdown,1,E61SH,Electric,61,Single
23717,150 Organisation Oesterreich,Inspection / Maintenance,1,E61SH,Electric,61,Single
23718,150 Organisation Oesterreich,Breakdown,1,E61SH,Electric,61,Single
23719,150 Organisation Oesterreich,Inspection / Maintenance,1,E61SH,Electric,61,Single
23720,150 Organisation Oesterreich,Inspection / Maintenance,1,E61SH,Electric,61,Single
23721,150 Organisation Oesterreich,Inspection / Maintenance,1,E61SH,Electric,61,Single
23722,680 Organisation Mexiko,Installation / Commissioning,1,E61SH,Electric,61,Single
23723,150 Organisation Oesterreich,Accessories,1,E61SH,Electric,61,Single
23724,150 Organisation Oesterreich,Inspection / Maintenance,1,E61SH,Electric,61,Single
23725,150 Organisation Oesterreich,Inspection / Maintenance,1,E61SH,Electric,61,Single
23726,610 Organisation Polen,Installation / Commissioning,1,E61SH,Electric,61,Single
23727,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23728,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23729,610 Organisation Polen,Breakdown,1,E61SH,Electric,61,Single
23730,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23731,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23732,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23733,200 Organisation Deutschland,Installation / Commissioning,1,E61SH,Electric,61,Single
23734,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23735,610 Organisation Polen,Installation / Commissioning,1,E61SH,Electric,61,Single
23736,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23737,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23738,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23739,150 Organisation Oesterreich,Inspection / Maintenance,1,E61SH,Electric,61,Single
23740,150 Organisation Oesterreich,Installation / Commissioning,1,E61SH,Electric,61,Single
23741,150 Organisation Oesterreich,Accessories,1,E61SH,Electric,61,Single
23742,150 Organisation Oesterreich,Inspection / Maintenance,1,E61SH,Electric,61,Single
23743,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23744,700 Organisation Schweiz,Breakdown,1,E61SH,Electric,61,Single
23745,700 Organisation Schweiz,Inspection / Maintenance,1,E61SH,Electric,61,Single
23746,700 Organisation Schweiz,Inspection / Maintenance,1,E61SH,Electric,61,Single
23747,610 Organisation Polen,Inspection / Maintenance,1,E61SH,Electric,61,Single
23748,610 Organisation Polen,Installation / Commissioning,1,E61SH,Electric,61,Single
23749,610 Organisation Polen,Breakdown,1,E61SH,Electric,61,Single
23750,200 Organisation Deutschland,Breakdown,1,E61SH,Electric,61,Single
23751,150 Organisation Oesterreich,Inspection / Maintenance,1,E61SH,Electric,61,Single
23752,150 Organisation Oesterreich,Installation / Commissioning,1,E61SH,Electric,61,Single
23753,150 Organisation Oesterreich,Breakdown,1,E61SH,Electric,61,Single
23754,150 Organisation Oesterreich,Inspection / Maintenance,1,E61SH,Electric,61,Single
23755,150 Organisation Oesterreich,Breakdown,1,E61SH,Electric,61,Single
23756,150 Organisation Oesterreich,Installation / Commissioning,1,E61SH,Electric,61,Single
